geo,date,bell's palsy,black legged tick,black tick,bullseye rash,ca water,carpinteria,cataratas del niagara,cave of the winds colorado springs,cheap bmx,cheap bmx bikes,deer tick,facial paralysis,fever,half moon bay ca,hotels ca,hotels nc,how to make string bracelets,joint pain,knee pain,lake almanor ca,loans for,lyme,lyme disease,make string bracelets,moon bay ca,nb canada,ohsweken,pigeon forge hotels,produce stand,rash,recipes on the grill,ri things to do,sandstone amphitheater,seattle airport car rental,string bracelets,swollen joint,swollen joints,swollen knee,swollen knees,tick,tired,world rv
US-AZ,2013-11-01,15,NA,18,NA,22,21,20,NA,NA,NA,17,6,61,NA,31,15,NA,48,49,15,59,54,47,NA,NA,NA,NA,NA,15,57,NA,NA,NA,0,8,9,NA,20,NA,34,63,19
US-AZ,2013-12-01,9,NA,17,NA,24,11,0,NA,NA,NA,15,16,61,NA,32,9,NA,63,53,14,48,42,34,NA,NA,NA,NA,NA,0,55,NA,NA,NA,8,13,5,NA,20,NA,39,54,18
US-AZ,2014-01-01,5,NA,0,NA,34,22,43,NA,NA,NA,12,10,71,NA,43,22,NA,70,57,0,56,35,31,NA,NA,NA,NA,NA,0,68,NA,NA,NA,8,5,5,NA,23,NA,34,55,30
US-AZ,2014-02-01,9,NA,0,NA,38,27,18,NA,NA,NA,9,13,65,NA,58,20,NA,81,56,0,54,34,31,NA,NA,NA,NA,NA,14,66,NA,NA,NA,14,4,5,NA,12,NA,36,70,29
US-AZ,2014-03-01,8,NA,16,NA,34,27,17,NA,NA,NA,15,5,60,NA,69,20,NA,76,50,0,56,28,36,NA,NA,NA,NA,NA,0,63,NA,NA,NA,12,10,5,NA,25,NA,46,70,31
US-AZ,2014-04-01,11,NA,16,NA,46,21,33,NA,NA,NA,6,7,65,NA,55,20,NA,85,55,0,65,43,42,NA,NA,NA,NA,NA,12,77,NA,NA,NA,0,8,12,NA,29,NA,44,75,30
US-AZ,2014-05-01,10,NA,16,NA,57,35,17,NA,NA,NA,9,5,63,NA,74,20,NA,87,50,0,63,45,42,NA,NA,NA,NA,NA,0,79,NA,NA,NA,18,5,5,NA,25,NA,59,78,21
US-AZ,2014-06-01,12,NA,0,NA,50,32,0,NA,NA,NA,10,12,52,NA,97,19,NA,95,56,15,63,49,46,NA,NA,NA,NA,NA,0,84,NA,NA,NA,23,4,6,NA,31,NA,61,71,28
US-AZ,2014-07-01,17,NA,19,NA,54,26,0,NA,NA,NA,35,6,56,NA,93,14,NA,75,59,15,72,64,56,NA,NA,NA,NA,NA,15,74,NA,NA,NA,33,7,9,NA,14,NA,65,77,22
US-AZ,2014-08-01,8,NA,19,NA,40,35,20,NA,NA,NA,20,6,61,NA,58,25,NA,100,54,15,63,50,48,NA,NA,NA,NA,NA,15,72,NA,NA,NA,9,0,10,NA,18,NA,72,68,35
US-AZ,2014-09-01,17,NA,36,NA,36,23,19,NA,NA,NA,13,0,56,NA,46,15,NA,80,58,0,48,50,45,NA,NA,NA,NA,NA,14,67,NA,NA,NA,13,5,10,NA,19,NA,55,68,16
US-AZ,2014-10-01,13,NA,36,NA,26,25,0,NA,NA,NA,9,6,67,NA,41,10,NA,62,54,0,57,38,32,NA,NA,NA,NA,NA,14,72,NA,NA,NA,9,4,12,NA,15,NA,58,68,19
US-AZ,2014-11-01,12,NA,38,NA,28,26,0,NA,NA,NA,11,12,59,NA,31,17,NA,67,47,0,55,34,31,NA,NA,NA,NA,NA,15,64,NA,NA,NA,15,10,12,NA,16,NA,48,66,23
US-AZ,2014-12-01,16,NA,18,NA,25,16,20,NA,NA,NA,13,0,56,NA,35,13,NA,61,60,15,53,43,40,NA,NA,NA,NA,NA,0,60,NA,NA,NA,14,4,0,NA,20,NA,39,64,23
US-AZ,2015-01-01,15,NA,18,NA,23,26,19,NA,NA,NA,6,6,76,NA,39,14,NA,82,59,0,59,49,45,NA,NA,NA,NA,NA,14,61,NA,NA,NA,12,0,8,NA,25,NA,36,62,22
US-AZ,2015-02-01,5,NA,19,NA,21,22,20,NA,NA,NA,7,0,70,NA,48,26,NA,71,57,0,54,41,37,NA,NA,NA,NA,NA,15,74,NA,NA,NA,19,0,9,NA,11,NA,41,71,30
US-AZ,2015-03-01,14,NA,69,NA,32,15,19,NA,NA,NA,6,0,77,NA,54,14,NA,57,61,0,52,48,35,NA,NA,NA,NA,NA,0,72,NA,NA,NA,17,11,7,NA,23,NA,48,79,36
US-AZ,2015-04-01,12,NA,18,NA,44,19,0,NA,NA,NA,22,6,81,NA,49,16,NA,85,50,0,71,100,100,NA,NA,NA,NA,NA,14,67,NA,NA,NA,9,4,6,NA,23,NA,64,72,31
US-AZ,2015-05-01,16,NA,27,NA,45,21,20,NA,NA,NA,11,0,64,NA,69,26,NA,84,61,15,62,63,67,NA,NA,NA,NA,NA,14,74,NA,NA,NA,18,6,9,NA,10,NA,53,81,32
US-AZ,2015-06-01,8,NA,28,NA,72,41,20,NA,NA,NA,7,0,60,NA,100,22,NA,83,66,15,69,91,78,NA,NA,NA,NA,NA,15,83,NA,NA,NA,21,10,9,NA,30,NA,64,71,38
US-AZ,2015-07-01,10,NA,27,NA,46,27,19,NA,NA,NA,20,12,53,NA,91,18,NA,86,56,15,71,75,67,NA,NA,NA,NA,NA,14,73,NA,NA,NA,31,8,11,NA,17,NA,74,78,35
US-AZ,2015-08-01,10,NA,35,NA,34,18,0,NA,NA,NA,13,8,57,NA,47,19,NA,88,66,14,69,59,54,NA,NA,NA,NA,NA,14,75,NA,NA,NA,20,4,0,NA,21,NA,73,74,23
US-AZ,2015-09-01,11,NA,34,NA,34,16,0,NA,NA,NA,8,5,63,NA,41,18,NA,83,53,14,53,55,44,NA,NA,NA,NA,NA,0,68,NA,NA,NA,8,4,16,NA,16,NA,63,77,25
US-AZ,2015-10-01,18,NA,33,NA,27,24,0,NA,NA,NA,9,5,64,NA,41,15,NA,76,67,0,57,64,56,NA,NA,NA,NA,NA,26,72,NA,NA,NA,19,0,5,NA,21,NA,65,70,27
US-AZ,2015-11-01,11,NA,17,NA,24,13,0,NA,NA,NA,12,11,62,NA,33,7,NA,86,57,14,49,48,40,NA,NA,NA,NA,NA,27,63,NA,NA,NA,8,4,6,NA,20,NA,44,70,26
US-AZ,2015-12-01,17,NA,0,NA,22,13,0,NA,NA,NA,12,5,64,NA,32,17,NA,73,47,0,51,82,78,NA,NA,NA,NA,NA,13,59,NA,NA,NA,13,7,11,NA,24,NA,44,67,21
US-AZ,2016-01-01,7,NA,0,NA,18,14,15,NA,NA,NA,5,5,69,NA,38,10,NA,76,62,0,50,55,51,NA,NA,NA,NA,NA,11,70,NA,NA,NA,7,0,5,NA,28,NA,43,83,28
US-AZ,2016-02-01,17,NA,15,NA,20,13,0,NA,NA,NA,5,8,95,NA,49,11,NA,82,60,12,57,50,48,NA,NA,NA,NA,NA,12,75,NA,NA,NA,12,3,11,NA,19,NA,41,73,37
US-AZ,2016-03-01,14,NA,14,NA,32,18,15,NA,NA,NA,8,9,90,NA,51,19,NA,79,65,0,55,65,51,NA,NA,NA,NA,NA,22,82,NA,NA,NA,10,3,7,NA,26,NA,53,84,31
US-AZ,2016-04-01,12,NA,0,NA,29,31,16,NA,NA,NA,13,5,68,NA,51,21,NA,88,64,12,55,61,51,NA,NA,NA,NA,NA,0,81,NA,NA,NA,7,0,9,NA,24,NA,52,85,28
US-AZ,2016-05-01,9,NA,15,NA,36,26,0,NA,NA,NA,11,6,59,NA,69,17,NA,82,62,12,61,63,48,NA,NA,NA,NA,NA,23,82,NA,NA,NA,14,6,6,NA,26,NA,62,88,34
US-AZ,2016-06-01,11,NA,23,NA,35,28,17,NA,NA,NA,8,20,60,NA,83,20,NA,60,69,19,59,50,46,NA,NA,NA,NA,NA,0,94,NA,NA,NA,23,3,10,NA,28,NA,70,86,35
US-AZ,2016-07-01,18,NA,31,NA,37,27,17,NA,NA,NA,17,5,53,NA,78,24,NA,81,57,25,60,53,47,NA,NA,NA,NA,NA,12,84,NA,NA,NA,23,7,7,NA,20,NA,78,91,23
US-AZ,2016-08-01,20,NA,15,NA,22,15,0,NA,NA,NA,11,0,56,NA,50,11,NA,79,60,12,65,49,43,NA,NA,NA,NA,NA,0,86,NA,NA,NA,23,3,8,NA,18,NA,76,87,27
US-AZ,2016-09-01,12,NA,14,NA,23,22,16,NA,NA,NA,11,5,55,NA,41,20,NA,65,65,24,53,52,42,NA,NA,NA,NA,NA,12,78,NA,NA,NA,22,5,19,NA,22,NA,72,86,29
US-AZ,2016-10-01,10,NA,43,NA,17,17,31,NA,NA,NA,5,5,52,NA,40,22,NA,82,57,23,53,56,40,NA,NA,NA,NA,NA,0,72,NA,NA,NA,12,4,7,NA,27,NA,59,85,29
US-AZ,2016-11-01,17,NA,14,NA,24,9,15,NA,NA,NA,14,16,59,NA,26,10,NA,61,57,0,57,44,40,NA,NA,NA,NA,NA,11,71,NA,NA,NA,11,3,9,NA,25,NA,55,83,22
US-AZ,2016-12-01,12,NA,14,NA,12,7,0,NA,NA,NA,7,4,60,NA,25,9,NA,68,56,11,47,41,36,NA,NA,NA,NA,NA,0,63,NA,NA,NA,7,4,7,NA,21,NA,40,79,22
US-AZ,2017-01-01,8,NA,13,NA,24,22,0,NA,NA,NA,6,6,60,NA,39,15,NA,78,69,21,50,44,36,NA,NA,NA,NA,NA,10,67,NA,NA,NA,6,0,14,NA,21,NA,49,81,29
US-AZ,2017-02-01,15,NA,14,NA,29,20,15,NA,NA,NA,10,7,74,NA,36,14,NA,71,61,0,54,46,33,NA,NA,NA,NA,NA,11,74,NA,NA,NA,11,7,9,NA,18,NA,46,80,29
US-AZ,2017-03-01,15,NA,18,NA,29,21,0,NA,NA,NA,9,12,71,NA,49,21,NA,93,56,0,56,52,38,NA,NA,NA,NA,NA,15,79,NA,NA,NA,9,7,8,NA,29,NA,57,90,32
US-AZ,2017-04-01,20,NA,26,NA,27,11,14,NA,NA,NA,6,8,74,NA,45,18,NA,74,59,21,65,46,42,NA,NA,NA,NA,NA,10,76,NA,NA,NA,13,11,12,NA,16,NA,60,90,33
US-AZ,2017-05-01,9,NA,40,NA,42,27,0,NA,NA,NA,8,0,71,NA,54,22,NA,71,63,11,61,73,71,NA,NA,NA,NA,NA,11,84,NA,NA,NA,26,8,4,NA,27,NA,81,90,36
US-AZ,2017-06-01,11,NA,28,NA,46,19,0,NA,NA,NA,15,7,65,NA,78,13,NA,85,67,23,65,68,57,NA,NA,NA,NA,NA,11,97,NA,NA,NA,21,6,7,NA,28,NA,90,96,31
US-AZ,2017-07-01,47,NA,14,NA,43,24,15,NA,NA,NA,14,4,58,NA,72,23,NA,71,70,0,70,68,55,NA,NA,NA,NA,NA,11,88,NA,NA,NA,23,7,7,NA,25,NA,89,92,34
US-AZ,2017-08-01,8,NA,0,NA,31,21,20,NA,NA,NA,9,4,62,NA,45,24,NA,72,59,10,61,52,41,NA,NA,NA,NA,NA,0,81,NA,NA,NA,21,5,5,NA,21,NA,94,92,25
US-AZ,2017-09-01,14,NA,38,NA,24,19,14,NA,NA,NA,15,4,75,NA,39,16,NA,81,65,0,57,67,64,NA,NA,NA,NA,NA,0,79,NA,NA,NA,15,4,11,NA,35,NA,100,92,25
US-AZ,2017-10-01,8,NA,12,NA,13,13,0,NA,NA,NA,17,7,61,NA,36,14,NA,73,70,0,60,52,45,NA,NA,NA,NA,NA,10,83,NA,NA,NA,9,4,6,NA,21,NA,65,90,30
US-AZ,2017-11-01,9,NA,25,NA,17,13,0,NA,NA,NA,25,7,73,NA,26,11,NA,90,64,0,48,50,41,NA,NA,NA,NA,NA,30,78,NA,NA,NA,6,3,4,NA,24,NA,56,82,31
US-AZ,2017-12-01,8,NA,13,NA,17,45,14,NA,NA,NA,11,6,100,NA,24,10,NA,89,65,10,42,40,37,NA,NA,NA,NA,NA,10,79,NA,NA,NA,9,3,4,NA,23,NA,48,75,32
US-AZ,2018-01-01,19,NA,18,NA,16,33,13,NA,NA,NA,10,8,94,NA,35,17,NA,94,68,0,64,36,36,NA,NA,NA,NA,NA,9,74,NA,NA,NA,9,5,4,NA,22,NA,50,80,28
US-AZ,2018-02-01,7,NA,0,NA,15,12,14,NA,NA,NA,12,4,82,NA,41,12,NA,77,70,10,51,38,35,NA,NA,NA,NA,NA,10,74,NA,NA,NA,10,8,6,NA,33,NA,55,79,33
US-AZ,2018-03-01,13,NA,12,NA,22,15,0,NA,NA,NA,11,6,75,NA,42,17,NA,81,67,0,57,41,31,NA,NA,NA,NA,NA,0,84,NA,NA,NA,6,4,5,NA,28,NA,53,94,29
US-AZ,2018-04-01,8,NA,12,NA,24,10,13,NA,NA,NA,9,12,72,NA,40,21,NA,89,66,20,59,49,49,NA,NA,NA,NA,NA,19,89,NA,NA,NA,18,6,8,NA,33,NA,53,98,31
US-AZ,2018-05-01,12,NA,24,NA,19,24,13,NA,NA,NA,13,12,68,NA,50,18,NA,58,70,10,61,65,53,NA,NA,NA,NA,NA,19,88,NA,NA,NA,20,3,10,NA,19,NA,72,95,34
US-AZ,2018-06-01,15,NA,19,NA,36,23,28,NA,NA,NA,7,7,63,NA,57,12,NA,99,68,0,60,60,48,NA,NA,NA,NA,NA,10,93,NA,NA,NA,13,4,7,NA,29,NA,80,98,37
US-AZ,2018-07-01,14,NA,25,NA,30,28,14,NA,NA,NA,14,12,59,NA,49,21,NA,85,70,10,71,57,50,NA,NA,NA,NA,NA,15,100,NA,NA,NA,16,7,7,NA,29,NA,91,98,30
US-AZ,2018-08-01,10,NA,12,NA,26,15,26,NA,NA,NA,9,8,61,NA,43,21,NA,98,70,0,61,66,56,NA,NA,NA,NA,NA,0,86,NA,NA,NA,14,11,6,NA,33,NA,88,90,28
US-AZ,2018-09-01,14,NA,24,NA,20,16,13,NA,NA,NA,9,5,60,NA,34,23,NA,78,70,0,62,69,57,NA,NA,NA,NA,NA,29,85,NA,NA,NA,6,6,7,NA,29,NA,80,94,22
US-AZ,2018-10-01,13,NA,49,NA,27,14,13,NA,NA,NA,9,8,61,NA,29,10,NA,77,68,10,59,49,45,NA,NA,NA,NA,NA,10,84,NA,NA,NA,6,5,6,NA,13,NA,69,95,25
US-AZ,2018-11-01,8,NA,37,NA,21,9,0,NA,NA,NA,18,8,67,NA,20,10,NA,80,66,10,63,42,37,NA,NA,NA,NA,NA,0,76,NA,NA,NA,8,5,8,NA,28,NA,66,84,23
US-AZ,2018-12-01,15,NA,19,NA,16,8,0,NA,NA,NA,9,8,71,NA,20,8,NA,72,62,0,55,39,31,NA,NA,NA,NA,NA,10,73,NA,NA,NA,8,3,8,NA,28,NA,56,78,21
US-AZ,2019-01-01,14,NA,0,NA,18,7,19,NA,NA,NA,10,6,69,NA,25,10,NA,87,73,0,69,41,33,NA,NA,NA,NA,NA,18,71,NA,NA,NA,13,2,7,NA,25,NA,50,79,37
US-AZ,2019-02-01,14,NA,12,NA,12,12,26,NA,NA,NA,4,4,80,NA,29,18,NA,87,68,0,65,37,34,NA,NA,NA,NA,NA,10,74,NA,NA,NA,6,4,9,NA,26,NA,51,86,38
US-AZ,2019-03-01,9,NA,0,NA,25,13,12,NA,NA,NA,8,7,78,NA,38,16,NA,100,77,0,61,49,35,NA,NA,NA,NA,NA,9,84,NA,NA,NA,11,4,4,NA,27,NA,62,93,34
US-AZ,2019-04-01,11,NA,12,NA,21,19,0,NA,NA,NA,6,6,75,NA,37,19,NA,76,84,0,64,48,39,NA,NA,NA,NA,NA,19,92,NA,NA,NA,6,3,4,NA,26,NA,94,99,32
US-AZ,2019-05-01,21,NA,24,NA,30,24,13,NA,NA,NA,11,8,71,NA,43,13,NA,89,73,0,63,44,39,NA,NA,NA,NA,NA,10,92,NA,NA,NA,14,3,12,NA,32,NA,74,100,31
US-AZ,2019-06-01,16,NA,13,NA,24,15,21,NA,NA,NA,16,7,65,NA,49,14,NA,94,80,15,79,57,50,NA,NA,NA,NA,NA,10,98,NA,NA,NA,16,9,8,NA,29,NA,91,95,37
US-AZ,2019-07-01,10,NA,19,NA,31,12,13,NA,NA,NA,8,10,54,NA,43,24,NA,88,75,0,76,51,50,NA,NA,NA,NA,NA,10,97,NA,NA,NA,10,11,4,NA,28,NA,87,99,29
US-AZ,2019-08-01,15,NA,12,NA,17,14,13,NA,NA,NA,8,4,62,NA,30,20,NA,91,69,0,73,53,50,NA,NA,NA,NA,NA,9,95,NA,NA,NA,11,11,7,NA,30,NA,79,94,24
US-AZ,2019-09-01,11,NA,22,NA,23,12,0,NA,NA,NA,16,0,67,NA,29,14,NA,84,70,0,66,51,35,NA,NA,NA,NA,NA,18,83,NA,NA,NA,11,7,7,NA,16,NA,71,82,27
US-NM,2004-01-01,0,NA,NA,NA,NA,100,NA,NA,NA,NA,0,NA,48,NA,57,NA,NA,0,0,NA,0,100,81,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,0,NA,38,0,0
US-NM,2004-02-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,83,NA,81,NA,NA,100,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,0,NA,0,54,100
US-NM,2004-03-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,30,NA,0,NA,NA,0,71,NA,0,41,100,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
US-NM,2004-04-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,32,NA,100,NA,NA,0,50,NA,62,58,71,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,0,NA,0,100,0
US-NM,2004-05-01,96,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,34,NA,49,NA,NA,0,48,NA,60,57,69,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,0,NA,48,48,0
US-NM,2004-06-01,100,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,85,NA,51,NA,NA,93,100,NA,0,44,72,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,0,NA,100,0,92
US-NM,2004-07-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,76,NA,51,NA,NA,47,0,NA,0,31,0,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
US-NM,2004-08-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,26,NA,47,NA,NA,0,92,NA,57,0,0,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA,0,NA,61,62,86
US-NM,2004-09-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,36,NA,0,NA,NA,0,0,NA,52,0,61,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,0,NA,0,43,0
US-NM,2004-10-01,88,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,37,NA,43,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,0,NA,29,43,0
US-NM,2004-11-01,89,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,31,NA,0,NA,NA,0,0,NA,0,26,64,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,0,NA,30,89,81
US-NM,2004-12-01,81,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,26,NA,0,NA,NA,75,0,NA,51,48,58,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,0,NA,54,0,76
US-NM,2005-01-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,25,NA,59,NA,NA,32,35,NA,44,21,0,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,65
US-NM,2005-02-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,51,NA,36,NA,NA,50,0,NA,45,32,0,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,0,NA,71,54,0
US-NM,2005-03-01,63,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,75,NA,32,NA,NA,29,0,NA,0,0,45,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,0,NA,42,32,0
US-NM,2005-04-01,0,NA,NA,NA,NA,62,NA,NA,NA,NA,0,NA,34,NA,0,NA,NA,32,0,NA,87,20,0,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,0,NA,46,35,0
US-NM,2005-05-01,63,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,53,NA,0,NA,NA,0,0,NA,40,0,0,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,0,NA,21,32,0
US-NM,2005-06-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,46,NA,33,NA,NA,30,33,NA,0,19,46,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,0,NA,43,44,0
US-NM,2005-07-01,63,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,35,NA,31,NA,NA,29,0,NA,58,18,67,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,0,NA,41,31,0
US-NM,2005-08-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,36,NA,29,NA,NA,26,28,NA,36,17,0,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,0,NA,19,72,53
US-NM,2005-09-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,44,NA,61,NA,NA,24,26,NA,0,0,0,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,0,NA,34,0,0
US-NM,2005-10-01,0,NA,NA,NA,NA,43,NA,NA,NA,NA,0,NA,41,NA,49,NA,NA,23,24,NA,61,14,70,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,0,NA,16,24,0
US-NM,2005-11-01,50,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,49,NA,25,NA,NA,23,0,NA,94,22,36,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,0,NA,33,51,0
US-NM,2005-12-01,49,NA,NA,NA,NA,43,NA,NA,NA,NA,0,NA,45,NA,25,NA,NA,22,24,NA,0,29,0,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,0,NA,0,37,0
US-NM,2006-01-01,0,NA,NA,NA,NA,38,NA,NA,NA,NA,0,NA,45,NA,43,NA,NA,20,21,NA,27,19,31,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,0,NA,28,50,0
US-NM,2006-02-01,43,NA,NA,NA,NA,38,NA,NA,NA,NA,0,NA,33,NA,22,NA,NA,0,0,NA,27,26,0,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,0,NA,14,43,0
US-NM,2006-03-01,38,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,59,NA,19,NA,NA,17,0,NA,24,11,27,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,0,NA,13,32,35
US-NM,2006-04-01,0,NA,NA,NA,NA,35,NA,NA,NA,NA,0,NA,67,NA,40,NA,NA,0,0,NA,24,16,57,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,0,NA,46,20,36
US-NM,2006-05-01,78,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,61,NA,40,NA,NA,24,39,NA,37,16,28,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,0,NA,13,20,72
US-NM,2006-06-01,41,NA,NA,NA,NA,37,NA,NA,NA,NA,0,NA,35,NA,28,NA,NA,19,41,NA,52,25,30,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,0,NA,0,52,0
US-NM,2006-07-01,0,NA,NA,NA,NA,69,NA,NA,NA,NA,100,NA,25,NA,20,NA,NA,18,0,NA,74,12,38,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,0,NA,13,40,0
US-NM,2006-08-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,35,NA,24,NA,NA,16,0,NA,67,16,26,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,0,NA,42,36,66
US-NM,2006-09-01,35,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,35,NA,44,NA,NA,16,17,NA,44,10,25,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,0,NA,24,36,65
US-NM,2006-10-01,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,36,NA,27,NA,NA,30,24,NA,40,9,23,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,0,NA,11,24,0
US-NM,2006-11-01,32,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,34,NA,16,NA,NA,15,16,NA,100,9,46,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,0,NA,21,43,0
US-NM,2006-12-01,32,NA,NA,NA,NA,28,NA,NA,NA,NA,0,NA,45,NA,32,NA,NA,15,48,NA,50,9,23,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,0,NA,11,40,0
US-NM,2007-01-01,28,NA,NA,NA,NA,25,NA,NA,NA,NA,0,NA,40,NA,28,NA,NA,13,14,NA,35,13,34,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,0,NA,9,24,0
US-NM,2007-02-01,30,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,60,NA,37,NA,NA,0,15,NA,18,9,21,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,0,NA,10,22,0
US-NM,2007-03-01,28,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,56,NA,23,NA,NA,0,0,NA,26,16,19,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,0,NA,18,41,38
US-NM,2007-04-01,27,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,31,NA,18,NA,NA,13,14,NA,34,8,0,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,0,NA,9,54,25
US-NM,2007-05-01,25,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,47,NA,39,NA,NA,12,51,NA,56,19,46,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,0,NA,38,38,47
US-NM,2007-06-01,28,NA,NA,NA,NA,25,NA,NA,NA,NA,0,NA,53,NA,14,NA,NA,19,14,NA,77,24,66,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,0,NA,14,19,0
US-NM,2007-07-01,27,NA,NA,NA,NA,23,NA,NA,NA,NA,0,NA,34,NA,34,NA,NA,12,13,NA,33,24,45,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,0,NA,31,36,0
US-NM,2007-08-01,0,NA,NA,NA,NA,22,NA,NA,NA,NA,0,NA,53,NA,19,NA,NA,17,25,NA,78,20,54,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,0,NA,8,38,0
US-NM,2007-09-01,25,NA,NA,NA,NA,23,NA,NA,NA,NA,0,NA,34,NA,26,NA,NA,28,19,NA,48,18,27,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,0,NA,17,64,35
