geo,date,geo1,49 drive in,bay water park,beach chicago,beaches in michigan,beaches in ohio,bell's palsy,black legged tick,black tick,blueberry farm,blueberry patch,buffalo state park,bullseye rash,campground colorado,centennial beach,coney island cincinnati,cooling bandana,deer tick,dollywood splash country,dorm bedding,drive in ohio,easy summer recipes,facial paralysis,family aquatic center,fantasy lake,festival colorado,festivals milwaukee,fever,free concerts,fried squash,funplex omaha,grilled squash,harvesting basil,harvesting garlic,homemade ice cream recipes,hotels near worlds of fun,island water,island water park,joint pain,kings island discount,knee pain,lake beaches,little buffalo state park,luverne drive in,lyme,lyme disease,marketfest,melody 49 drive in,motel wisconsin dells,movies in the park,music in the park,music under the stars,outdoor water parks,pick blueberries,pikes peak cog railway,pool cooler,rash,river float trips,river water park,sherwood island state park,splash country,splashdown water park,sprinkler park,summer appetizers,summer dessert,summer desserts,summer sizzler,summer soup,swollen joint,swollen joints,swollen knee,swollen knees,tick,tired,valley beach,venture river,water west,watermelon drinks,watermelon recipe,waterworld concord,waterworld denver,wetlands water park,what do baby toads eat,wild water,wild water west,wolf river campground,worlds of fun discount
US-KS,2004-05-01,NA,NA,0,70,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,46,NA,27,0,0,NA,NA,NA,NA,85,0,0,NA,57,NA,34,0,NA,NA,45,48,NA,NA,NA,0,NA,NA,NA,NA,0,NA,59,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,17,55,0,NA,0,NA,0,NA,NA,0,NA,93,NA,NA,52
US-KS,2004-06-01,NA,NA,0,0,NA,NA,0,NA,NA,0,64,NA,100,100,NA,NA,NA,0,NA,0,NA,100,NA,NA,0,0,NA,29,99,0,NA,NA,NA,NA,0,0,0,NA,0,NA,54,0,NA,NA,48,90,NA,NA,NA,0,NA,NA,NA,NA,0,NA,36,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,12,44,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2004-07-01,NA,NA,0,76,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,76,NA,25,100,0,NA,NA,NA,NA,93,100,0,NA,0,NA,37,100,NA,NA,73,39,NA,NA,NA,0,NA,NA,NA,NA,100,NA,44,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,12,45,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,56
US-KS,2004-08-01,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,90,NA,NA,0,44,NA,26,0,0,NA,NA,NA,NA,0,0,0,NA,0,NA,48,0,NA,NA,26,34,NA,NA,NA,0,NA,NA,NA,NA,90,NA,39,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,27,44,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,100
US-KS,2004-09-01,NA,NA,100,62,NA,NA,78,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,82,NA,NA,0,41,NA,52,0,100,NA,NA,NA,NA,0,0,62,NA,0,NA,0,0,NA,NA,24,32,NA,NA,NA,0,NA,NA,NA,NA,0,NA,20,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,24,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2004-10-01,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,42,79,0,NA,NA,NA,NA,0,0,0,NA,49,NA,29,0,NA,NA,0,31,NA,NA,NA,0,NA,NA,NA,NA,0,NA,25,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,10,0,100,NA,69,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2004-11-01,NA,NA,0,58,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,33,0,0,NA,NA,NA,NA,0,0,0,NA,47,NA,28,0,NA,NA,22,30,NA,NA,NA,0,NA,NA,NA,NA,0,NA,24,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,14,45,0,NA,66,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2004-12-01,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,23,0,0,NA,NA,NA,NA,0,0,0,NA,84,NA,100,0,NA,NA,100,27,NA,NA,NA,0,NA,NA,NA,NA,0,NA,30,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,16,40,86,NA,59,NA,0,NA,NA,0,NA,69,NA,NA,0
US-KS,2005-01-01,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,30,0,0,NA,NA,NA,NA,0,0,46,NA,57,NA,0,0,NA,NA,18,24,NA,NA,NA,100,NA,NA,NA,NA,0,NA,17,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,7,24,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2005-02-01,NA,NA,0,0,NA,NA,60,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,58,0,0,NA,NA,NA,NA,0,0,48,NA,0,NA,46,0,NA,NA,18,49,NA,NA,NA,0,NA,NA,NA,NA,0,NA,30,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,15,47,0,NA,0,NA,100,NA,NA,0,NA,0,NA,NA,0
US-KS,2005-03-01,NA,NA,67,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,28,NA,40,0,0,NA,NA,NA,NA,0,0,42,NA,34,NA,50,0,NA,NA,16,21,NA,NA,NA,0,NA,NA,NA,NA,0,NA,20,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,10,43,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2005-04-01,NA,NA,0,0,NA,NA,57,NA,NA,0,0,NA,0,0,NA,NA,NA,45,NA,0,NA,0,NA,NA,0,30,NA,61,60,0,NA,NA,NA,NA,0,0,0,NA,37,NA,36,0,NA,NA,79,47,NA,NA,NA,0,NA,NA,NA,NA,0,NA,29,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,29,18,0,NA,52,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2005-05-01,NA,NA,0,41,NA,NA,0,NA,NA,0,0,NA,0,55,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,27,NA,26,0,0,NA,NA,NA,NA,0,53,41,NA,67,NA,30,0,NA,NA,40,35,NA,NA,NA,0,NA,NA,NA,NA,0,NA,43,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,39,16,0,NA,0,NA,0,NA,NA,0,NA,55,NA,NA,61
US-KS,2005-06-01,NA,NA,0,0,NA,NA,0,NA,NA,0,37,NA,0,59,NA,NA,NA,44,NA,0,NA,0,NA,NA,0,0,NA,28,58,0,NA,NA,NA,NA,53,57,0,NA,54,NA,21,0,NA,NA,40,45,NA,NA,NA,0,NA,NA,NA,NA,0,NA,42,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,35,40,73,NA,100,NA,0,NA,NA,0,NA,0,NA,NA,32
US-KS,2005-07-01,NA,NA,0,0,NA,NA,54,NA,NA,100,0,NA,0,57,NA,NA,NA,42,NA,0,NA,57,NA,NA,0,0,NA,22,0,0,NA,NA,NA,NA,0,55,42,NA,0,NA,31,0,NA,NA,49,77,NA,NA,NA,0,NA,NA,NA,NA,0,NA,29,NA,NA,NA,NA,NA,NA,NA,0,100,NA,NA,NA,NA,0,NA,27,42,0,NA,49,NA,0,NA,NA,0,NA,57,NA,NA,0
US-KS,2005-08-01,NA,NA,64,0,NA,NA,0,NA,NA,0,0,NA,0,53,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,36,0,0,NA,NA,NA,NA,0,0,0,NA,33,NA,26,0,NA,NA,38,34,NA,NA,NA,0,NA,NA,NA,NA,0,NA,25,NA,NA,NA,NA,NA,NA,NA,0,92,NA,NA,NA,NA,0,NA,6,42,0,NA,45,NA,0,NA,NA,0,NA,53,NA,NA,29
US-KS,2005-09-01,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,39,0,0,NA,NA,NA,NA,0,0,0,NA,31,NA,24,0,NA,NA,34,32,NA,NA,NA,0,NA,NA,NA,NA,0,NA,28,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,15,20,0,NA,42,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2005-10-01,NA,NA,0,0,NA,NA,0,NA,NA,0,30,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,30,0,0,NA,NA,NA,NA,0,0,70,NA,29,NA,17,0,NA,NA,0,36,NA,NA,NA,0,NA,NA,NA,NA,0,NA,32,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,6,28,58,NA,40,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2005-11-01,NA,NA,0,37,NA,NA,46,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,28,0,0,NA,NA,NA,NA,0,0,37,NA,0,NA,53,0,NA,NA,19,19,NA,NA,NA,0,NA,NA,NA,NA,0,NA,21,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,12,36,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2005-12-01,NA,NA,0,0,NA,NA,43,NA,NA,0,0,NA,0,46,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,23,NA,18,45,0,NA,NA,NA,NA,0,0,69,NA,28,NA,28,0,NA,NA,13,18,NA,NA,NA,0,NA,NA,NA,NA,0,NA,31,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,8,27,0,NA,0,NA,0,NA,NA,0,NA,46,NA,NA,0
US-KS,2006-01-01,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,20,NA,52,0,0,NA,NA,NA,NA,0,0,0,NA,38,NA,30,0,NA,NA,12,21,NA,NA,NA,0,NA,NA,NA,NA,0,NA,26,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,5,36,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2006-02-01,NA,NA,0,0,NA,NA,39,NA,NA,0,0,NA,0,41,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,48,0,0,NA,NA,NA,NA,38,0,0,NA,25,NA,38,0,NA,NA,20,32,NA,NA,NA,0,NA,NA,NA,NA,0,NA,23,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,10,20,0,NA,36,NA,0,NA,NA,0,NA,42,NA,NA,0
US-KS,2006-03-01,NA,NA,0,28,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,25,0,0,NA,NA,NA,NA,0,0,0,NA,23,NA,18,0,NA,NA,22,22,NA,NA,NA,0,NA,NA,NA,NA,0,NA,16,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,7,33,0,NA,0,NA,0,NA,NA,0,NA,38,NA,NA,0
US-KS,2006-04-01,NA,NA,0,29,NA,NA,73,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,30,38,0,NA,NA,NA,NA,0,0,29,NA,47,NA,14,19,NA,NA,41,30,NA,NA,NA,0,NA,NA,NA,NA,0,NA,24,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,100,NA,18,30,0,NA,0,NA,0,NA,NA,0,NA,38,NA,NA,21
US-KS,2006-05-01,NA,NA,45,0,NA,NA,0,NA,NA,33,0,NA,0,0,NA,NA,NA,0,NA,0,NA,37,NA,NA,0,0,NA,43,37,0,NA,NA,NA,NA,34,0,28,NA,23,NA,20,18,NA,NA,43,62,NA,NA,NA,0,NA,NA,NA,NA,0,NA,38,NA,NA,NA,NA,NA,NA,NA,71,65,NA,NA,NA,NA,0,NA,29,33,47,NA,32,NA,0,NA,NA,0,NA,0,NA,NA,31
US-KS,2006-06-01,NA,NA,0,0,NA,NA,0,NA,NA,36,51,NA,0,54,NA,NA,NA,46,NA,98,NA,0,NA,NA,0,21,NA,42,40,0,NA,NA,NA,NA,49,40,62,NA,50,NA,25,0,NA,NA,83,68,NA,NA,NA,0,NA,NA,NA,NA,41,NA,52,NA,NA,NA,NA,NA,NA,NA,0,71,NA,NA,NA,NA,0,NA,51,20,51,NA,35,NA,0,NA,NA,0,NA,41,NA,NA,22
US-KS,2006-07-01,NA,NA,48,0,NA,NA,0,NA,NA,0,100,NA,0,79,NA,NA,NA,29,NA,0,NA,0,NA,NA,0,20,NA,40,39,48,NA,NA,NA,NA,36,38,30,NA,36,NA,19,0,NA,NA,34,46,NA,NA,NA,0,NA,NA,NA,NA,0,NA,51,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,21,15,0,NA,33,NA,0,NA,NA,0,NA,39,NA,NA,22
US-KS,2006-08-01,NA,NA,0,27,NA,NA,100,NA,NA,0,0,NA,0,35,NA,NA,NA,0,NA,85,NA,0,NA,NA,0,0,NA,27,35,43,NA,NA,NA,NA,32,0,26,NA,22,NA,13,17,NA,NA,14,23,NA,NA,NA,0,NA,NA,NA,NA,0,NA,25,NA,NA,NA,NA,NA,NA,NA,67,0,NA,NA,NA,NA,0,NA,25,14,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,39
US-KS,2006-09-01,NA,NA,42,26,NA,NA,66,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,36,0,0,NA,NA,NA,NA,0,0,0,NA,43,NA,25,17,NA,NA,20,40,NA,NA,NA,0,NA,NA,NA,NA,0,NA,21,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,25,21,0,NA,30,NA,0,NA,NA,0,NA,0,NA,NA,39
US-KS,2006-10-01,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,24,NA,0,NA,0,NA,NA,0,0,NA,45,0,0,NA,NA,NA,NA,0,0,0,NA,20,NA,15,0,NA,NA,19,29,NA,NA,NA,0,NA,NA,NA,NA,0,NA,24,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,10,19,0,NA,27,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2006-11-01,NA,NA,0,25,NA,NA,31,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,35,0,0,NA,NA,NA,NA,0,0,24,NA,100,NA,20,0,NA,NA,22,19,NA,NA,NA,0,NA,NA,NA,NA,0,NA,23,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,86,NA,6,29,0,NA,28,NA,51,NA,NA,0,NA,32,NA,NA,0
US-KS,2006-12-01,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,54,0,0,NA,NA,NA,NA,0,0,0,NA,20,NA,30,0,NA,NA,22,17,NA,NA,NA,0,NA,NA,NA,NA,0,NA,31,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,16,24,0,NA,28,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2007-01-01,NA,NA,0,44,NA,NA,27,NA,NA,0,0,NA,0,29,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,38,0,0,NA,NA,NA,NA,0,28,32,NA,35,NA,16,0,NA,NA,17,11,NA,NA,NA,0,NA,NA,NA,NA,0,NA,25,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,3,34,0,NA,49,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2007-02-01,NA,NA,0,23,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,53,0,0,NA,NA,NA,NA,0,0,0,NA,37,NA,18,0,NA,NA,20,17,NA,NA,NA,0,NA,NA,NA,NA,0,NA,33,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,11,24,37,NA,26,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2007-03-01,NA,NA,0,21,NA,NA,26,NA,NA,0,0,NA,0,28,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,38,27,0,NA,NA,NA,NA,25,0,21,NA,17,NA,23,0,NA,NA,29,29,NA,NA,NA,0,NA,NA,NA,NA,0,NA,25,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,12,38,35,NA,24,NA,0,NA,NA,0,NA,28,NA,NA,0
US-KS,2007-04-01,NA,NA,0,20,NA,NA,77,NA,NA,0,0,NA,0,27,NA,NA,NA,0,NA,66,NA,27,NA,NA,0,0,NA,31,0,0,NA,NA,NA,NA,25,26,0,NA,17,NA,16,0,NA,NA,29,52,NA,NA,NA,44,NA,NA,NA,NA,0,NA,24,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,19,24,0,NA,23,NA,0,NA,NA,0,NA,27,NA,NA,0
US-KS,2007-05-01,NA,NA,32,0,NA,NA,24,NA,NA,0,25,NA,0,52,NA,NA,NA,19,NA,0,NA,0,NA,NA,0,13,NA,36,52,0,NA,NA,NA,NA,24,0,0,NA,48,NA,19,0,NA,NA,48,54,NA,NA,NA,0,NA,NA,NA,NA,26,NA,34,NA,NA,NA,NA,NA,NA,NA,50,0,NA,NA,NA,NA,0,NA,54,35,0,NA,22,NA,0,NA,NA,0,NA,65,NA,NA,14
US-KS,2007-06-01,NA,NA,34,21,NA,NA,26,NA,NA,37,18,NA,0,69,NA,NA,NA,21,NA,0,NA,0,NA,NA,0,0,NA,42,82,0,NA,NA,NA,NA,100,54,21,NA,68,NA,20,14,NA,NA,73,79,NA,NA,NA,45,NA,NA,NA,NA,28,NA,43,NA,NA,NA,NA,NA,NA,NA,53,73,NA,NA,NA,NA,0,NA,25,41,35,NA,36,NA,0,NA,NA,0,NA,28,NA,NA,46
US-KS,2007-07-01,NA,NA,0,20,NA,NA,25,NA,NA,0,17,NA,0,27,NA,NA,NA,20,NA,64,NA,0,NA,NA,0,27,NA,33,26,0,NA,NA,NA,NA,36,26,40,NA,82,NA,13,13,NA,NA,36,48,NA,NA,NA,0,NA,NA,NA,NA,26,NA,47,NA,NA,NA,NA,NA,NA,NA,0,47,NA,NA,NA,NA,0,NA,32,31,0,NA,61,NA,0,NA,NA,100,NA,27,NA,NA,25
US-KS,2007-08-01,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,NA,19,NA,0,NA,0,NA,NA,0,36,NA,39,50,0,NA,NA,NA,NA,0,0,18,NA,68,NA,18,0,NA,NA,57,51,NA,NA,NA,40,NA,NA,NA,NA,0,NA,32,NA,NA,NA,NA,NA,NA,NA,47,0,NA,NA,NA,NA,64,NA,13,10,30,NA,21,NA,39,NA,NA,0,NA,0,NA,NA,20
US-KS,2007-09-01,NA,NA,0,0,NA,NA,35,NA,NA,0,0,NA,0,0,NA,NA,NA,18,NA,0,NA,0,NA,NA,0,12,NA,30,37,0,NA,NA,NA,NA,22,24,18,NA,45,NA,12,0,NA,NA,31,38,NA,NA,NA,0,NA,NA,NA,NA,0,NA,27,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,64,NA,21,34,31,NA,42,NA,39,NA,NA,0,NA,25,NA,NA,14
US-KS,2007-10-01,NA,NA,0,0,NA,NA,21,NA,NA,0,0,NA,0,0,NA,NA,NA,17,NA,0,NA,0,NA,NA,0,0,NA,34,45,0,NA,NA,NA,NA,0,0,17,NA,28,NA,16,0,NA,NA,33,26,NA,NA,NA,0,NA,NA,NA,NA,22,NA,35,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,8,27,0,NA,38,NA,0,NA,NA,0,NA,23,NA,NA,12
US-KS,2007-11-01,NA,NA,28,0,NA,NA,43,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,11,NA,35,0,0,NA,NA,NA,NA,0,22,17,NA,21,NA,16,11,NA,NA,15,17,NA,NA,NA,37,NA,NA,NA,NA,0,NA,28,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,9,24,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2007-12-01,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,0,23,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,32,23,0,NA,NA,NA,NA,0,0,25,NA,28,NA,19,0,NA,NA,11,17,NA,NA,NA,0,NA,NA,NA,NA,0,NA,28,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,3,24,42,NA,0,NA,36,NA,NA,0,NA,0,NA,NA,0
US-KS,2008-01-01,NA,NA,0,0,NA,NA,20,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,42,0,25,NA,NA,NA,NA,0,0,23,NA,89,NA,25,10,NA,NA,20,16,NA,NA,NA,34,NA,NA,NA,NA,0,NA,35,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,7,16,26,NA,18,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2008-02-01,NA,NA,0,0,NA,NA,20,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,100,NA,0,NA,NA,0,0,NA,59,20,25,NA,NA,NA,NA,0,0,15,NA,13,NA,23,0,NA,NA,16,16,NA,NA,NA,0,NA,NA,NA,NA,0,NA,33,NA,NA,NA,NA,NA,NA,NA,0,37,NA,NA,NA,NA,0,NA,10,22,0,NA,18,NA,0,NA,NA,0,NA,0,NA,NA,0
US-KS,2008-03-01,NA,NA,0,16,NA,NA,20,NA,NA,0,0,NA,0,21,NA,NA,NA,0,NA,50,NA,0,NA,NA,0,0,NA,48,21,0,NA,NA,NA,NA,0,20,31,NA,13,NA,25,0,NA,NA,16,16,NA,NA,NA,0,NA,NA,NA,NA,21,NA,24,NA,NA,NA,NA,NA,NA,NA,40,0,NA,NA,NA,NA,54,NA,15,37,26,NA,36,NA,0,NA,NA,0,NA,21,NA,NA,11
US-KS,2008-04-01,NA,NA,0,15,NA,NA,0,NA,NA,0,0,NA,0,33,NA,NA,NA,15,NA,0,NA,0,NA,NA,0,10,NA,40,20,0,NA,NA,NA,NA,0,0,15,NA,18,NA,29,0,NA,NA,27,23,NA,NA,NA,0,NA,NA,NA,NA,20,NA,32,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,51,NA,19,47,50,NA,25,NA,31,NA,NA,0,NA,0,NA,NA,11
US-KS,2008-05-01,NA,NA,26,32,NA,NA,20,NA,NA,19,20,NA,0,21,NA,NA,NA,16,NA,0,NA,21,NA,NA,0,11,NA,36,28,0,NA,NA,NA,NA,38,21,32,NA,26,NA,26,0,NA,NA,33,57,NA,NA,NA,0,NA,NA,NA,NA,21,NA,39,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,55,NA,42,35,27,NA,0,NA,33,NA,NA,80,NA,0,NA,NA,16
US-KS,2008-06-01,NA,NA,29,0,NA,NA,0,NA,NA,21,25,NA,0,35,NA,NA,NA,18,NA,57,NA,0,NA,NA,0,12,NA,49,70,0,NA,NA,NA,NA,21,30,18,NA,36,NA,40,18,NA,NA,75,100,NA,NA,NA,39,NA,NA,NA,NA,23,NA,47,NA,NA,NA,NA,NA,NA,NA,0,41,NA,NA,NA,NA,0,NA,48,32,30,NA,20,NA,0,NA,NA,0,NA,24,NA,NA,32
US-KS,2008-07-01,NA,NA,27,0,NA,NA,31,NA,NA,19,28,NA,0,29,NA,NA,NA,25,NA,89,NA,45,NA,NA,0,11,NA,35,37,27,NA,NA,NA,NA,60,32,16,NA,14,NA,35,11,NA,NA,71,74,NA,NA,NA,0,NA,NA,NA,NA,45,NA,46,NA,NA,NA,NA,NA,NA,NA,42,39,NA,NA,NA,NA,0,NA,26,30,0,NA,19,NA,71,NA,NA,83,NA,22,NA,NA,29
US-KS,2008-08-01,NA,NA,0,16,NA,NA,0,NA,NA,0,41,NA,0,42,NA,NA,NA,16,NA,53,NA,21,NA,NA,0,0,NA,34,21,26,NA,NA,NA,NA,20,21,33,NA,33,NA,23,11,NA,NA,27,25,NA,NA,NA,35,NA,NA,NA,NA,0,NA,37,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,55,NA,18,25,27,NA,36,NA,0,NA,NA,0,NA,22,NA,NA,18
US-KS,2008-09-01,NA,NA,0,0,NA,NA,0,NA,NA,18,0,NA,0,20,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,36,59,0,NA,NA,NA,NA,18,19,15,NA,49,NA,19,10,NA,NA,31,31,NA,NA,NA,0,NA,NA,NA,NA,20,NA,38,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,52,NA,18,43,25,NA,26,NA,0,NA,NA,0,NA,20,NA,NA,11
US-KS,2008-10-01,NA,NA,23,14,NA,NA,35,NA,NA,0,12,NA,0,18,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,0,NA,41,0,23,NA,NA,NA,NA,0,0,28,NA,40,NA,11,0,NA,NA,27,28,NA,NA,NA,30,NA,NA,NA,NA,0,NA,36,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,11,42,23,NA,16,NA,0,NA,NA,0,NA,19,NA,NA,20
US-KS,2008-11-01,NA,NA,0,15,NA,NA,19,NA,NA,17,0,NA,0,20,NA,NA,NA,0,NA,0,NA,0,NA,NA,0,10,NA,29,19,0,NA,NA,NA,NA,0,0,15,NA,31,NA,26,0,NA,NA,15,26,NA,NA,NA,0,NA,NA,NA,NA,0,NA,24,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,7,33,0,NA,17,NA,0,NA,NA,0,NA,20,NA,NA,0
US-KS,2008-12-01,NA,NA,0,0,NA,NA,18,NA,NA,0,0,NA,0,0,NA,NA,NA,14,NA,0,NA,0,NA,NA,98,9,NA,33,28,0,NA,NA,NA,NA,0,0,14,NA,35,NA,14,0,NA,NA,7,15,NA,NA,NA,0,NA,NA,NA,NA,19,NA,40,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,49,NA,14,44,23,NA,16,NA,0,NA,NA,0,NA,19,NA,NA,0
