geo,date,alabama water park,alabama water parks,alive at five,amc free,amc free movies,asheboro copperheads,auburn water park,bag toss,baking soda pool,baler,baler parts,banzai water,bell's palsy,black legged tick,black tick,blue bayou,blue bayou in baton rouge,bullseye rash,cast cover,clear pool water,cloudy pool,cloudy pool water,coastal plains league,danville dans,deer tick,diamond devils,east cobb baseball,easy camp,elite camp,facial paralysis,fayetteville swampdogs,fever,free summer kids movies,free summer movie,fun days,green pool,green pool water,haier air,hay rake,herndon braves,intex,intex pool cover,intex pumps,joint pain,knee pain,lyme,lyme disease,martinsville mustangs,nycbl,pa pool,palmetto falls,park pools,point mallard,pool rope,pool supply stores,pool times,quick set pool,rash,springtails,summer books,summer family fun,summer movie camp,summer things,summer things to do,summertime songs,swampdogs,swim shirts,swollen joint,swollen joints,swollen knee,swollen knees,tick,tired,top summer songs,us club,valley beach,wilmington sharks,wilson tobs,wood bat,wood bat tournament
US-AR,2015-08-01,NA,NA,NA,NA,NA,NA,NA,6,15,23,44,NA,4,NA,NA,6,NA,0,0,13,18,8,NA,NA,4,NA,NA,NA,NA,NA,NA,60,NA,NA,6,20,NA,NA,12,NA,31,NA,NA,22,59,29,31,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,60,11,6,NA,NA,7,5,NA,NA,0,NA,NA,12,NA,29,68,NA,10,NA,NA,NA,21,NA
US-AR,2015-09-01,NA,NA,NA,NA,NA,NA,NA,5,0,18,13,NA,5,NA,NA,5,NA,0,16,0,12,7,NA,NA,4,NA,NA,NA,NA,NA,NA,62,NA,NA,5,5,NA,NA,6,NA,13,NA,NA,20,62,26,26,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,58,10,5,NA,NA,0,0,NA,NA,0,NA,NA,9,NA,26,73,NA,7,NA,NA,NA,0,NA
US-AR,2015-10-01,NA,NA,NA,NA,NA,NA,NA,9,0,19,11,NA,5,NA,NA,10,NA,0,0,0,10,0,NA,NA,3,NA,NA,NA,NA,NA,NA,62,NA,NA,4,8,NA,NA,0,NA,5,NA,NA,15,44,22,23,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,45,8,4,NA,NA,0,0,NA,NA,0,NA,NA,9,NA,10,59,NA,9,NA,NA,NA,8,NA
US-AR,2015-11-01,NA,NA,NA,NA,NA,NA,NA,4,0,7,0,NA,3,NA,NA,4,NA,0,24,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,54,NA,NA,0,6,NA,NA,4,NA,5,NA,NA,19,38,20,17,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,51,0,3,NA,NA,8,3,NA,NA,0,NA,NA,7,NA,9,58,NA,9,NA,NA,NA,0,NA
US-AR,2015-12-01,NA,NA,NA,NA,NA,NA,NA,4,0,3,0,NA,3,NA,NA,4,NA,0,12,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,59,NA,NA,4,4,NA,NA,4,NA,5,NA,NA,21,42,15,16,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,44,0,3,NA,NA,5,10,NA,NA,8,NA,NA,4,NA,12,58,NA,8,NA,NA,NA,7,NA
US-AR,2016-01-01,NA,NA,NA,NA,NA,NA,NA,0,0,13,0,NA,2,NA,NA,3,NA,0,10,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,62,NA,NA,3,3,NA,NA,4,NA,4,NA,NA,25,38,17,21,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,55,6,3,NA,NA,4,8,NA,NA,0,NA,NA,3,NA,8,76,NA,6,NA,NA,NA,6,NA
US-AR,2016-02-01,NA,NA,NA,NA,NA,NA,NA,0,0,14,13,NA,6,NA,NA,5,NA,0,20,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,65,NA,NA,3,5,NA,NA,7,NA,10,NA,NA,23,55,14,13,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,55,6,3,NA,NA,4,0,NA,NA,0,NA,NA,4,NA,10,68,NA,13,NA,NA,NA,6,NA
US-AR,2016-03-01,NA,NA,NA,NA,NA,NA,NA,4,8,11,8,NA,4,NA,NA,9,NA,0,15,7,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,61,NA,NA,6,6,NA,NA,3,NA,8,NA,NA,17,51,20,23,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,57,0,3,NA,NA,14,3,NA,NA,13,NA,NA,4,NA,23,69,NA,8,NA,NA,NA,6,NA
US-AR,2016-04-01,NA,NA,NA,NA,NA,NA,NA,3,9,10,9,NA,6,NA,NA,5,NA,0,10,16,24,5,NA,NA,5,NA,NA,NA,NA,NA,NA,66,NA,NA,7,10,NA,NA,7,NA,29,NA,NA,25,48,33,31,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,62,6,4,NA,NA,13,7,NA,NA,7,NA,NA,4,NA,43,86,NA,9,NA,NA,NA,19,NA
US-AR,2016-05-01,NA,NA,NA,NA,NA,NA,NA,3,34,26,17,NA,3,NA,NA,14,NA,13,15,10,15,6,NA,NA,4,NA,NA,NA,NA,NA,NA,68,NA,NA,3,15,NA,NA,4,NA,41,NA,NA,23,50,38,46,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,70,13,9,NA,NA,50,24,NA,NA,14,NA,NA,3,NA,61,70,NA,9,NA,NA,NA,10,NA
US-AR,2016-06-01,NA,NA,NA,NA,NA,NA,NA,7,31,32,23,NA,2,NA,NA,12,NA,9,11,31,45,19,NA,NA,7,NA,NA,NA,NA,NA,NA,67,NA,NA,5,34,NA,NA,6,NA,87,NA,NA,22,51,52,46,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,83,7,8,NA,NA,56,33,NA,NA,12,NA,NA,10,NA,50,71,NA,17,NA,NA,NA,7,NA
US-AR,2016-07-01,NA,NA,NA,NA,NA,NA,NA,4,14,16,15,NA,4,NA,NA,11,NA,0,16,25,39,14,NA,NA,2,NA,NA,NA,NA,NA,NA,51,NA,NA,4,12,NA,NA,10,NA,59,NA,NA,19,34,26,22,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,83,7,6,NA,NA,16,9,NA,NA,8,NA,NA,7,NA,30,75,NA,13,NA,NA,NA,0,NA
US-AR,2016-08-01,NA,NA,NA,NA,NA,NA,NA,3,18,21,9,NA,3,NA,NA,4,NA,0,10,16,11,0,NA,NA,2,NA,NA,NA,NA,NA,NA,53,NA,NA,5,42,NA,NA,4,NA,17,NA,NA,20,57,26,25,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,67,0,4,NA,NA,15,6,NA,NA,0,NA,NA,6,NA,28,69,NA,8,NA,NA,NA,9,NA
US-AR,2016-09-01,NA,NA,NA,NA,NA,NA,NA,4,0,22,0,NA,4,NA,NA,5,NA,8,0,0,10,5,NA,NA,4,NA,NA,NA,NA,NA,NA,60,NA,NA,3,9,NA,NA,3,NA,13,NA,NA,18,38,25,22,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,67,12,5,NA,NA,4,3,NA,NA,7,NA,NA,6,NA,25,86,NA,6,NA,NA,NA,6,NA
US-AR,2016-10-01,NA,NA,NA,NA,NA,NA,NA,5,0,11,0,NA,3,NA,NA,3,NA,0,10,0,8,0,NA,NA,3,NA,NA,NA,NA,NA,NA,55,NA,NA,7,6,NA,NA,4,NA,5,NA,NA,21,42,22,24,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,54,0,0,NA,NA,8,0,NA,NA,0,NA,NA,6,NA,17,76,NA,5,NA,NA,NA,9,NA
US-AR,2016-11-01,NA,NA,NA,NA,NA,NA,NA,4,0,8,8,NA,7,NA,NA,6,NA,8,14,0,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,51,NA,NA,7,3,NA,NA,7,NA,6,NA,NA,24,53,16,14,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,51,0,3,NA,NA,8,0,NA,NA,0,NA,NA,7,NA,13,62,NA,6,NA,NA,NA,6,NA
US-AR,2016-12-01,NA,NA,NA,NA,NA,NA,NA,3,8,6,0,NA,10,NA,NA,3,NA,8,10,0,0,0,NA,NA,6,NA,NA,NA,NA,NA,NA,57,NA,NA,3,3,NA,NA,3,NA,3,NA,NA,14,39,12,13,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,52,6,0,NA,NA,8,4,NA,NA,0,NA,NA,7,NA,12,67,NA,13,NA,NA,NA,0,NA
US-AR,2017-01-01,NA,NA,NA,NA,NA,NA,NA,3,0,4,8,NA,3,NA,NA,3,NA,0,9,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,62,NA,NA,3,3,NA,NA,3,NA,5,NA,NA,21,57,7,10,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,57,0,4,NA,NA,9,6,NA,NA,6,NA,NA,3,NA,7,64,NA,12,NA,NA,NA,0,NA
US-AR,2017-02-01,NA,NA,NA,NA,NA,NA,NA,5,0,7,0,NA,3,NA,NA,4,NA,8,19,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,85,NA,NA,3,8,NA,NA,3,NA,5,NA,NA,19,46,22,19,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,58,6,3,NA,NA,6,3,NA,NA,14,NA,NA,7,NA,14,80,NA,14,NA,NA,NA,6,NA
US-AR,2017-03-01,NA,NA,NA,NA,NA,NA,NA,0,8,6,0,NA,3,NA,NA,7,NA,0,9,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,72,NA,NA,3,3,NA,NA,0,NA,15,NA,NA,26,44,22,22,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,57,5,5,NA,NA,18,17,NA,NA,6,NA,NA,5,NA,26,65,NA,9,NA,NA,NA,8,NA
US-AR,2017-04-01,NA,NA,NA,NA,NA,NA,NA,6,8,13,8,NA,3,NA,NA,4,NA,0,15,0,10,7,NA,NA,4,NA,NA,NA,NA,NA,NA,65,NA,NA,6,8,NA,NA,0,NA,24,NA,NA,20,50,30,32,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,70,8,4,NA,NA,19,5,NA,NA,7,NA,NA,5,NA,43,65,NA,9,NA,NA,NA,9,NA
US-AR,2017-05-01,NA,NA,NA,NA,NA,NA,NA,5,14,13,12,NA,2,NA,NA,5,NA,12,24,20,20,7,NA,NA,10,NA,NA,NA,NA,NA,NA,66,NA,NA,10,30,NA,NA,5,NA,51,NA,NA,20,67,54,49,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,68,0,8,NA,NA,36,24,NA,NA,7,NA,NA,4,NA,71,70,NA,9,NA,NA,NA,14,NA
US-AR,2017-06-01,NA,NA,NA,NA,NA,NA,NA,6,27,29,9,NA,5,NA,NA,10,NA,0,26,16,36,12,NA,NA,4,NA,NA,NA,NA,NA,NA,64,NA,NA,4,30,NA,NA,8,NA,75,NA,NA,30,63,51,53,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,94,10,7,NA,NA,44,23,NA,NA,7,NA,NA,9,NA,76,66,NA,10,NA,NA,NA,13,NA
US-AR,2017-07-01,NA,NA,NA,NA,NA,NA,NA,6,24,14,9,NA,5,NA,NA,13,NA,13,24,16,38,10,NA,NA,4,NA,NA,NA,NA,NA,NA,66,NA,NA,6,27,NA,NA,4,NA,39,NA,NA,24,60,37,35,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,81,11,6,NA,NA,39,16,NA,NA,7,NA,NA,7,NA,50,65,NA,8,NA,NA,NA,6,NA
US-AR,2017-08-01,NA,NA,NA,NA,NA,NA,NA,3,16,18,20,NA,6,NA,NA,6,NA,16,23,11,7,7,NA,NA,3,NA,NA,NA,NA,NA,NA,56,NA,NA,3,12,NA,NA,0,NA,19,NA,NA,24,48,21,21,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,76,0,4,NA,NA,10,5,NA,NA,13,NA,NA,8,NA,36,76,NA,7,NA,NA,NA,0,NA
US-AR,2017-09-01,NA,NA,NA,NA,NA,NA,NA,5,8,37,16,NA,6,NA,NA,7,NA,8,15,7,7,0,NA,NA,2,NA,NA,NA,NA,NA,NA,61,NA,NA,9,9,NA,NA,3,NA,11,NA,NA,18,60,26,20,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,73,0,3,NA,NA,6,8,NA,NA,7,NA,NA,11,NA,28,81,NA,8,NA,NA,NA,6,NA
US-AR,2017-10-01,NA,NA,NA,NA,NA,NA,NA,7,0,6,0,NA,4,NA,NA,4,NA,7,17,7,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,58,NA,NA,4,4,NA,NA,6,NA,7,NA,NA,26,52,12,14,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,67,0,5,NA,NA,4,5,NA,NA,6,NA,NA,9,NA,14,74,NA,10,NA,NA,NA,5,NA
US-AR,2017-11-01,NA,NA,NA,NA,NA,NA,NA,4,0,10,7,NA,4,NA,NA,7,NA,7,14,0,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA,71,NA,NA,3,5,NA,NA,3,NA,9,NA,NA,23,41,14,13,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,49,5,4,NA,NA,7,0,NA,NA,0,NA,NA,9,NA,13,63,NA,6,NA,NA,NA,5,NA
US-AR,2017-12-01,NA,NA,NA,NA,NA,NA,NA,7,0,10,7,NA,5,NA,NA,5,NA,0,17,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,82,NA,NA,5,3,NA,NA,0,NA,5,NA,NA,19,46,9,9,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,58,5,0,NA,NA,0,5,NA,NA,6,NA,NA,9,NA,12,72,NA,7,NA,NA,NA,5,NA
US-AR,2018-01-01,NA,NA,NA,NA,NA,NA,NA,5,7,14,0,NA,5,NA,NA,8,NA,0,16,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,98,NA,NA,7,3,NA,NA,4,NA,3,NA,NA,19,60,10,8,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,60,0,2,NA,NA,15,8,NA,NA,6,NA,NA,6,NA,9,73,NA,8,NA,NA,NA,5,NA
US-AR,2018-02-01,NA,NA,NA,NA,NA,NA,NA,3,0,19,7,NA,4,NA,NA,6,NA,0,8,0,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA,98,NA,NA,6,6,NA,NA,3,NA,6,NA,NA,31,57,12,13,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,60,0,4,NA,NA,11,5,NA,NA,6,NA,NA,3,NA,15,75,NA,12,NA,NA,NA,16,NA
US-AR,2018-03-01,NA,NA,NA,NA,NA,NA,NA,4,0,20,7,NA,7,NA,NA,5,NA,7,23,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,62,NA,NA,0,11,NA,NA,6,NA,8,NA,NA,26,67,19,18,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,66,10,2,NA,NA,20,7,NA,NA,0,NA,NA,6,NA,22,86,NA,12,NA,NA,NA,5,NA
US-AR,2018-04-01,NA,NA,NA,NA,NA,NA,NA,5,7,13,7,NA,3,NA,NA,4,NA,7,20,6,13,4,NA,NA,6,NA,NA,NA,NA,NA,NA,67,NA,NA,4,9,NA,NA,4,NA,16,NA,NA,26,52,24,24,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,67,0,7,NA,NA,24,9,NA,NA,6,NA,NA,8,NA,36,69,NA,10,NA,NA,NA,10,NA
US-AR,2018-05-01,NA,NA,NA,NA,NA,NA,NA,9,22,23,10,NA,4,NA,NA,6,NA,7,11,31,63,15,NA,NA,5,NA,NA,NA,NA,NA,NA,79,NA,NA,3,31,NA,NA,5,NA,82,NA,NA,21,57,53,51,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,89,5,15,NA,NA,36,13,NA,NA,21,NA,NA,8,NA,100,67,NA,13,NA,NA,NA,7,NA
US-AR,2018-06-01,NA,NA,NA,NA,NA,NA,NA,6,29,40,19,NA,5,NA,NA,8,NA,16,23,24,45,9,NA,NA,10,NA,NA,NA,NA,NA,NA,80,NA,NA,3,28,NA,NA,8,NA,69,NA,NA,31,68,51,54,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,100,14,7,NA,NA,44,23,NA,NA,13,NA,NA,9,NA,97,78,NA,11,NA,NA,NA,8,NA
US-AR,2018-07-01,NA,NA,NA,NA,NA,NA,NA,5,38,37,7,NA,3,NA,NA,6,NA,8,13,17,51,13,NA,NA,4,NA,NA,NA,NA,NA,NA,68,NA,NA,3,32,NA,NA,6,NA,48,NA,NA,26,68,28,31,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,95,6,6,NA,NA,24,11,NA,NA,16,NA,NA,4,NA,41,77,NA,8,NA,NA,NA,5,NA
US-AR,2018-08-01,NA,NA,NA,NA,NA,NA,NA,6,15,21,7,NA,4,NA,NA,3,NA,7,22,20,18,7,NA,NA,4,NA,NA,NA,NA,NA,NA,65,NA,NA,6,21,NA,NA,6,NA,14,NA,NA,25,55,28,28,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,72,5,4,NA,NA,9,5,NA,NA,6,NA,NA,5,NA,42,70,NA,6,NA,NA,NA,10,NA
US-AR,2018-09-01,NA,NA,NA,NA,NA,NA,NA,4,7,27,12,NA,5,NA,NA,3,NA,7,13,0,13,0,NA,NA,2,NA,NA,NA,NA,NA,NA,70,NA,NA,3,5,NA,NA,5,NA,12,NA,NA,30,71,25,27,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,69,5,5,NA,NA,0,0,NA,NA,12,NA,NA,8,NA,33,74,NA,6,NA,NA,NA,8,NA
US-AR,2018-10-01,NA,NA,NA,NA,NA,NA,NA,8,7,32,14,NA,7,NA,NA,4,NA,7,11,0,6,0,NA,NA,4,NA,NA,NA,NA,NA,NA,65,NA,NA,4,3,NA,NA,4,NA,8,NA,NA,25,55,20,18,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,60,5,2,NA,NA,7,2,NA,NA,0,NA,NA,3,NA,19,80,NA,6,NA,NA,NA,5,NA
US-AR,2018-11-01,NA,NA,NA,NA,NA,NA,NA,3,0,6,0,NA,3,NA,NA,6,NA,0,16,0,0,0,NA,NA,2,NA,NA,NA,NA,NA,NA,65,NA,NA,3,0,NA,NA,3,NA,5,NA,NA,23,55,14,13,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,55,5,5,NA,NA,7,2,NA,NA,0,NA,NA,5,NA,15,70,NA,11,NA,NA,NA,16,NA
US-AR,2018-12-01,NA,NA,NA,NA,NA,NA,NA,3,0,12,14,NA,6,NA,NA,0,NA,7,11,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,68,NA,NA,3,4,NA,NA,6,NA,6,NA,NA,23,47,15,16,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,55,5,2,NA,NA,4,2,NA,NA,6,NA,NA,2,NA,18,63,NA,12,NA,NA,NA,5,NA
US-AR,2019-01-01,NA,NA,NA,NA,NA,NA,NA,3,0,8,7,NA,7,NA,NA,6,NA,7,10,6,6,0,NA,NA,0,NA,NA,NA,NA,NA,NA,70,NA,NA,5,4,NA,NA,4,NA,3,NA,NA,26,49,14,12,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,63,5,2,NA,NA,7,4,NA,NA,6,NA,NA,2,NA,14,82,NA,8,NA,NA,NA,5,NA
US-AR,2019-02-01,NA,NA,NA,NA,NA,NA,NA,0,0,12,0,NA,6,NA,NA,5,NA,7,12,0,0,0,NA,NA,4,NA,NA,NA,NA,NA,NA,100,NA,NA,4,4,NA,NA,3,NA,8,NA,NA,26,62,13,12,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,60,5,2,NA,NA,12,6,NA,NA,6,NA,NA,5,NA,13,69,NA,8,NA,NA,NA,5,NA
US-AR,2019-03-01,NA,NA,NA,NA,NA,NA,NA,0,7,19,7,NA,3,NA,NA,5,NA,0,8,0,6,4,NA,NA,2,NA,NA,NA,NA,NA,NA,74,NA,NA,3,4,NA,NA,9,NA,11,NA,NA,26,62,14,14,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,65,5,5,NA,NA,12,7,NA,NA,0,NA,NA,6,NA,21,81,NA,7,NA,NA,NA,15,NA
US-AR,2019-04-01,NA,NA,NA,NA,NA,NA,NA,6,11,18,14,NA,2,NA,NA,5,NA,7,11,6,17,4,NA,NA,6,NA,NA,NA,NA,NA,NA,70,NA,NA,4,10,NA,NA,7,NA,19,NA,NA,26,60,26,20,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,74,5,5,NA,NA,21,7,NA,NA,6,NA,NA,7,NA,48,84,NA,6,NA,NA,NA,10,NA
US-AR,2019-05-01,NA,NA,NA,NA,NA,NA,NA,3,22,39,14,NA,3,NA,NA,5,NA,14,16,16,33,9,NA,NA,7,NA,NA,NA,NA,NA,NA,72,NA,NA,6,16,NA,NA,3,NA,60,NA,NA,22,62,39,43,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,92,13,11,NA,NA,52,23,NA,NA,6,NA,NA,12,NA,75,78,NA,8,NA,NA,NA,5,NA
US-AR,2019-06-01,NA,NA,NA,NA,NA,NA,NA,9,31,71,23,NA,4,NA,NA,11,NA,10,13,10,47,10,NA,NA,8,NA,NA,NA,NA,NA,NA,68,NA,NA,6,31,NA,NA,12,NA,75,NA,NA,32,78,38,47,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,99,8,8,NA,NA,30,24,NA,NA,10,NA,NA,11,NA,74,87,NA,9,NA,NA,NA,11,NA
US-AR,2019-07-01,NA,NA,NA,NA,NA,NA,NA,5,20,53,15,NA,4,NA,NA,4,NA,7,11,13,36,12,NA,NA,4,NA,NA,NA,NA,NA,NA,67,NA,NA,3,27,NA,NA,7,NA,39,NA,NA,33,61,32,35,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,95,5,6,NA,NA,25,11,NA,NA,12,NA,NA,5,NA,52,92,NA,9,NA,NA,NA,14,NA
US-AR,2019-08-01,NA,NA,NA,NA,NA,NA,NA,5,14,33,16,NA,6,NA,NA,5,NA,7,8,13,19,6,NA,NA,3,NA,NA,NA,NA,NA,NA,57,NA,NA,5,24,NA,NA,3,NA,19,NA,NA,24,67,27,26,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,81,5,4,NA,NA,14,2,NA,NA,6,NA,NA,9,NA,38,83,NA,8,NA,NA,NA,5,NA
US-AR,2019-09-01,NA,NA,NA,NA,NA,NA,NA,5,9,37,24,NA,3,NA,NA,7,NA,0,21,0,8,7,NA,NA,4,NA,NA,NA,NA,NA,NA,63,NA,NA,4,10,NA,NA,11,NA,12,NA,NA,32,47,22,25,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,74,0,0,NA,NA,4,3,NA,NA,7,NA,NA,7,NA,31,71,NA,8,NA,NA,NA,6,NA
US-DC,2004-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,79,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,55,NA,NA,NA,NA,0,NA,NA,61,28,41,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,0,0,NA,NA,57,0,NA,NA,NA,NA,NA,NA,NA,19,28,NA,30,53,NA,NA,NA,NA
US-DC,2004-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,38,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,35,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,26,27,NA,72,53,NA,NA,NA,NA
US-DC,2004-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,0,NA,NA,NA,NA,51,NA,NA,0,34,29,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,0,100,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,14,17,NA,0,66,NA,NA,NA,NA
US-DC,2004-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,38,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,53,NA,NA,NA,NA,53,NA,NA,0,44,19,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0,0,NA,NA,55,73,NA,NA,NA,NA,NA,NA,NA,14,20,NA,0,0,NA,NA,NA,NA
US-DC,2004-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,0,NA,NA,NA,NA,37,NA,NA,36,74,80,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,72,NA,NA,0,68,NA,NA,NA,NA,NA,NA,NA,20,31,NA,53,0,NA,NA,NA,NA
US-DC,2004-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,32,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,0,NA,NA,NA,NA,34,NA,NA,33,45,55,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,66,NA,NA,0,62,NA,NA,NA,NA,NA,NA,NA,34,23,NA,73,58,NA,NA,NA,NA
US-DC,2004-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,100,NA,NA,96,NA,0,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,47,NA,NA,NA,NA,52,NA,NA,34,55,56,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,0,0,NA,NA,49,64,NA,NA,NA,NA,NA,NA,NA,19,40,NA,63,0,NA,NA,NA,NA
US-DC,2004-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,44,NA,NA,NA,NA,0,NA,NA,64,22,74,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0,64,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18,19,NA,24,42,NA,NA,NA,NA
US-DC,2004-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,43,NA,NA,NA,NA,0,NA,NA,31,43,54,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,9,25,NA,68,0,NA,NA,NA,NA
US-DC,2004-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,33,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,0,NA,NA,NA,NA,34,NA,NA,100,31,39,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,15,31,NA,24,0,NA,NA,NA,NA
US-DC,2004-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,34,NA,NA,100,NA,0,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,0,NA,NA,NA,NA,37,NA,NA,35,74,28,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,10,17,NA,0,47,NA,NA,NA,NA
