geo,date,geo1,bandshell,beach ct,beach in ct,beach in nj,beach in ny,bell's palsy,berry picking,black legged tick,black tick,blarney island,blueberry farm,blueberry hill farm,blueberry patch,blueberry picking,broomfield bay,buffalo state park,bullseye rash,cascade lake,chautauqua ny,college bedding,concert in park,concert in the park,coupons for water,deer tick,echo lake campground,facial paralysis,fever,free concert,free concerts,free outdoor concerts,freeze blueberries,fried squash,how to freeze blueberries,joint pain,knee pain,lake beaches,lake in nj,lake water park,lyme,lyme disease,market fest,memorial beach,movie in park,movies in park,movies in the park,mt adams,music in the park,music under the stars,nara park,ny beach,oak street beach,outdoor movies,outdoor water park,rash,raspberry cobbler,river tube,roseville water park,sackets,sand castle contest,soak city,sprinkler park,squash flowers,state park mi,summer sizzler,swollen joint,swollen joints,swollen knee,swollen knees,the blueberry patch,tick,tired,u pick berries,u pick blueberries,warner center park,water kingdom,water tubing,water west,watermelon soup,waterworld denver,wild water,wild water kingdom,wild water west,zucchini flower
US-CO,2012-05-01,NA,19,9,NA,NA,NA,23,14,NA,21,NA,NA,NA,NA,NA,18,0,16,19,NA,15,20,5,NA,85,8,NA,60,17,21,NA,NA,0,NA,57,71,33,NA,7,46,31,7,19,15,12,12,19,12,NA,NA,12,NA,10,23,62,NA,42,NA,NA,NA,7,NA,15,NA,NA,11,NA,25,NA,NA,55,61,NA,NA,NA,7,7,24,NA,24,21,NA,NA,NA
US-CO,2012-06-01,NA,20,13,NA,NA,NA,35,15,NA,7,NA,NA,NA,NA,NA,73,11,17,37,NA,20,47,22,NA,27,31,NA,60,30,70,NA,NA,24,NA,74,64,38,NA,30,44,43,7,7,64,49,83,16,32,NA,NA,15,NA,29,29,70,NA,35,NA,NA,NA,7,NA,8,NA,NA,33,NA,31,NA,NA,39,57,NA,NA,NA,8,18,30,NA,74,35,NA,NA,NA
US-CO,2012-07-01,NA,9,6,NA,NA,NA,20,15,NA,7,NA,NA,NA,NA,NA,60,17,0,33,NA,14,31,26,NA,33,18,NA,49,36,52,NA,NA,29,NA,67,64,15,NA,17,39,32,11,10,68,50,51,11,37,NA,NA,23,NA,33,11,76,NA,53,NA,NA,NA,13,NA,21,NA,NA,10,NA,19,NA,NA,44,59,NA,NA,NA,9,40,21,NA,82,40,NA,NA,NA
US-CO,2012-08-01,NA,11,8,NA,NA,NA,19,14,NA,12,NA,NA,NA,NA,NA,35,5,0,20,NA,20,29,15,NA,24,18,NA,59,29,28,NA,NA,49,NA,61,64,34,NA,10,39,45,18,12,64,38,30,16,23,NA,NA,12,NA,16,17,67,NA,22,NA,NA,NA,36,NA,7,NA,NA,23,NA,14,NA,NA,27,69,NA,NA,NA,16,17,26,NA,42,19,NA,NA,NA
US-CO,2012-09-01,NA,23,9,NA,NA,NA,13,20,NA,7,NA,NA,NA,NA,NA,6,5,15,23,NA,0,12,5,NA,29,12,NA,57,8,11,NA,NA,40,NA,64,61,28,NA,7,38,27,13,7,36,11,9,16,7,NA,NA,16,NA,10,0,56,NA,16,NA,NA,NA,10,NA,7,NA,NA,10,NA,24,NA,NA,26,64,NA,NA,NA,14,9,15,NA,5,14,NA,NA,NA
US-CO,2012-10-01,NA,8,4,NA,NA,NA,26,12,NA,6,NA,NA,NA,NA,NA,0,4,13,6,NA,9,4,3,NA,19,7,NA,68,11,5,NA,NA,19,NA,53,54,5,NA,8,32,27,6,7,20,6,5,28,8,NA,NA,25,NA,0,0,49,NA,9,NA,NA,NA,6,NA,0,NA,NA,26,NA,15,NA,NA,22,68,NA,NA,NA,9,4,23,NA,1,8,NA,NA,NA
US-CO,2012-11-01,NA,0,6,NA,NA,NA,6,0,NA,0,NA,NA,NA,NA,NA,2,0,0,10,NA,10,8,0,NA,15,0,NA,62,5,6,NA,NA,14,NA,71,44,0,NA,3,24,19,6,5,19,11,4,10,4,NA,NA,26,NA,5,0,52,NA,15,NA,NA,NA,0,NA,0,NA,NA,14,NA,10,NA,NA,22,62,NA,NA,NA,7,7,16,NA,3,11,NA,NA,NA
US-CO,2012-12-01,NA,0,8,NA,NA,NA,10,0,NA,6,NA,NA,NA,NA,NA,0,0,0,9,NA,20,12,3,NA,25,0,NA,67,10,10,NA,NA,0,NA,64,52,6,NA,0,25,17,6,5,23,9,3,39,6,NA,NA,13,NA,9,10,57,NA,19,NA,NA,NA,0,NA,7,NA,NA,9,NA,18,NA,NA,22,54,NA,NA,NA,6,3,17,NA,0,13,NA,NA,NA
US-CO,2013-01-01,NA,15,6,NA,NA,NA,4,6,NA,6,NA,NA,NA,NA,NA,3,4,0,9,NA,9,7,0,NA,11,0,NA,81,10,4,NA,NA,25,NA,69,70,5,NA,8,27,16,6,11,21,10,3,21,15,NA,NA,13,NA,4,0,56,NA,11,NA,NA,NA,0,NA,0,NA,NA,9,NA,15,NA,NA,20,62,NA,NA,NA,0,3,21,NA,3,9,NA,NA,NA
US-CO,2013-02-01,NA,9,8,NA,NA,NA,16,6,NA,6,NA,NA,NA,NA,NA,2,0,0,6,NA,16,4,0,NA,25,0,NA,74,13,7,NA,NA,0,NA,69,62,0,NA,0,33,23,6,14,12,11,0,10,4,NA,NA,7,NA,3,11,57,NA,19,NA,NA,NA,6,NA,0,NA,NA,19,NA,16,NA,NA,23,67,NA,NA,NA,0,3,23,NA,4,19,NA,NA,NA
US-CO,2013-03-01,NA,8,8,NA,NA,NA,27,6,NA,6,NA,NA,NA,NA,NA,4,0,0,10,NA,24,8,0,NA,58,10,NA,66,13,16,NA,NA,26,NA,70,58,8,NA,4,43,34,6,9,30,14,3,19,6,NA,NA,5,NA,6,0,62,NA,8,NA,NA,NA,6,NA,7,NA,NA,0,NA,25,NA,NA,23,64,NA,NA,NA,13,8,17,NA,5,18,NA,NA,NA
US-CO,2013-04-01,NA,11,14,NA,NA,NA,19,0,NA,6,NA,NA,NA,NA,NA,3,6,0,11,NA,9,5,0,NA,57,0,NA,64,14,10,NA,NA,13,NA,80,76,5,NA,3,39,26,9,16,16,9,6,18,9,NA,NA,11,NA,3,0,61,NA,11,NA,NA,NA,11,NA,0,NA,NA,13,NA,16,NA,NA,34,70,NA,NA,NA,6,4,23,NA,5,19,NA,NA,NA
US-CO,2013-05-01,NA,33,10,NA,NA,NA,7,10,NA,8,NA,NA,NA,NA,NA,17,5,0,18,NA,25,19,3,NA,20,12,NA,65,14,19,NA,NA,18,NA,73,73,0,NA,15,38,28,6,14,28,24,31,20,16,NA,NA,9,NA,18,10,68,NA,31,NA,NA,NA,24,NA,9,NA,NA,12,NA,16,NA,NA,49,67,NA,NA,NA,6,6,22,NA,22,22,NA,NA,NA
US-CO,2013-06-01,NA,8,16,NA,NA,NA,11,14,NA,0,NA,NA,NA,NA,NA,67,9,13,24,NA,26,45,21,NA,27,20,NA,61,33,59,NA,NA,13,NA,75,65,25,NA,21,46,45,6,13,73,48,70,16,43,NA,NA,11,NA,31,10,78,NA,61,NA,NA,NA,13,NA,6,NA,NA,9,NA,15,NA,NA,53,69,NA,NA,NA,8,15,22,NA,56,40,NA,NA,NA
US-CO,2013-07-01,NA,14,13,NA,NA,NA,11,16,NA,6,NA,NA,NA,NA,NA,49,10,0,26,NA,45,53,34,NA,21,20,NA,57,30,69,NA,NA,52,NA,87,85,24,NA,28,58,49,6,10,56,50,66,10,37,NA,NA,10,NA,29,14,74,NA,45,NA,NA,NA,25,NA,7,NA,NA,10,NA,16,NA,NA,43,72,NA,NA,NA,10,23,28,NA,63,30,NA,NA,NA
US-CO,2013-08-01,NA,8,8,NA,NA,NA,12,19,NA,6,NA,NA,NA,NA,NA,50,14,14,25,NA,10,17,11,NA,25,11,NA,55,16,36,NA,NA,37,NA,72,69,9,NA,7,51,44,6,5,54,29,41,17,23,NA,NA,11,NA,13,10,65,NA,29,NA,NA,NA,6,NA,7,NA,NA,19,NA,36,NA,NA,34,72,NA,NA,NA,9,11,25,NA,36,16,NA,NA,NA
US-CO,2013-09-01,NA,11,11,NA,NA,NA,3,15,NA,13,NA,NA,NA,NA,NA,8,5,15,6,NA,0,4,3,NA,28,11,NA,52,5,6,NA,NA,21,NA,79,59,6,NA,15,36,31,11,5,20,12,11,0,13,NA,NA,17,NA,3,0,62,NA,13,NA,NA,NA,6,NA,0,NA,NA,14,NA,17,NA,NA,26,61,NA,NA,NA,7,10,19,NA,3,13,NA,NA,NA
US-CO,2013-10-01,NA,15,9,NA,NA,NA,4,12,NA,6,NA,NA,NA,NA,NA,0,4,13,9,NA,10,6,0,NA,50,0,NA,58,8,5,NA,NA,17,NA,66,56,22,NA,0,37,27,6,7,18,5,0,15,4,NA,NA,8,NA,6,0,61,NA,17,NA,NA,NA,0,NA,0,NA,NA,13,NA,17,NA,NA,30,61,NA,NA,NA,12,3,19,NA,2,14,NA,NA,NA
US-CO,2013-11-01,NA,0,8,NA,NA,NA,12,0,NA,0,NA,NA,NA,NA,NA,2,5,0,0,NA,10,5,3,NA,23,0,NA,60,4,9,NA,NA,14,NA,73,63,0,NA,0,35,37,13,14,23,4,3,24,4,NA,NA,5,NA,3,0,61,NA,10,NA,NA,NA,0,NA,0,NA,NA,14,NA,20,NA,NA,25,71,NA,NA,NA,9,3,22,NA,1,9,NA,NA,NA
US-CO,2013-12-01,NA,7,5,NA,NA,NA,12,0,NA,5,NA,NA,NA,NA,NA,2,4,13,11,NA,9,6,3,NA,7,0,NA,77,6,11,NA,NA,12,NA,62,60,5,NA,3,32,31,11,8,25,6,8,12,0,NA,NA,12,NA,0,0,56,NA,11,NA,NA,NA,0,NA,6,NA,NA,11,NA,13,NA,NA,19,62,NA,NA,NA,6,7,13,NA,1,13,NA,NA,NA
US-CO,2014-01-01,NA,0,7,NA,NA,NA,10,0,NA,9,NA,NA,NA,NA,NA,0,4,0,5,NA,9,7,4,NA,19,6,NA,81,5,9,NA,NA,35,NA,59,60,10,NA,3,28,27,0,7,27,4,0,8,9,NA,NA,15,NA,0,0,59,NA,0,NA,NA,NA,5,NA,0,NA,NA,8,NA,17,NA,NA,24,65,NA,NA,NA,6,5,35,NA,3,7,NA,NA,NA
US-CO,2014-02-01,NA,0,9,NA,NA,NA,8,0,NA,6,NA,NA,NA,NA,NA,4,0,13,11,NA,19,7,3,NA,14,0,NA,69,5,7,NA,NA,13,NA,66,55,5,NA,3,20,16,0,13,18,9,3,18,5,NA,NA,5,NA,3,0,66,NA,11,NA,NA,NA,0,NA,0,NA,NA,9,NA,13,NA,NA,19,64,NA,NA,NA,6,3,21,NA,4,13,NA,NA,NA
US-CO,2014-03-01,NA,7,8,NA,NA,NA,8,0,NA,20,NA,NA,NA,NA,NA,4,7,0,5,NA,8,6,7,NA,11,0,NA,67,15,15,NA,NA,16,NA,74,68,7,NA,5,34,25,5,6,15,9,4,16,10,NA,NA,15,NA,4,0,66,NA,16,NA,NA,NA,5,NA,0,NA,NA,10,NA,19,NA,NA,30,77,NA,NA,NA,5,0,19,NA,3,16,NA,NA,NA
US-CO,2014-04-01,NA,7,10,NA,NA,NA,9,5,NA,0,NA,NA,NA,NA,NA,4,0,0,5,NA,9,6,5,NA,26,6,NA,68,22,22,NA,NA,17,NA,70,77,5,NA,9,47,38,7,12,22,12,3,17,7,NA,NA,11,NA,10,0,65,NA,21,NA,NA,NA,5,NA,6,NA,NA,8,NA,20,NA,NA,39,73,NA,NA,NA,13,3,25,NA,4,13,NA,NA,NA
US-CO,2014-05-01,NA,14,12,NA,NA,NA,3,5,NA,11,NA,NA,NA,NA,NA,8,10,12,23,NA,9,22,4,NA,20,12,NA,69,13,23,NA,NA,12,NA,71,68,28,NA,12,47,47,9,26,44,20,31,11,18,NA,NA,13,NA,15,15,75,NA,25,NA,NA,NA,9,NA,0,NA,NA,11,NA,24,NA,NA,56,80,NA,NA,NA,6,7,24,NA,15,28,NA,NA,NA
US-CO,2014-06-01,NA,17,25,NA,NA,NA,7,23,NA,9,NA,NA,NA,NA,NA,62,14,0,11,NA,10,35,22,NA,23,33,NA,61,26,69,NA,NA,41,NA,68,73,18,NA,27,54,48,16,11,70,60,75,23,54,NA,NA,21,NA,30,14,80,NA,27,NA,NA,NA,14,NA,0,NA,NA,9,NA,24,NA,NA,48,66,NA,NA,NA,13,5,23,NA,51,61,NA,NA,NA
US-CO,2014-07-01,NA,16,12,NA,NA,NA,3,28,NA,6,NA,NA,NA,NA,NA,68,14,0,32,NA,16,49,32,NA,38,30,NA,62,32,51,NA,NA,22,NA,77,71,36,NA,20,59,57,6,8,73,59,87,29,44,NA,NA,15,NA,39,17,84,NA,65,NA,NA,NA,12,NA,16,NA,NA,9,NA,17,NA,NA,51,76,NA,NA,NA,6,36,34,NA,60,34,NA,NA,NA
US-CO,2014-08-01,NA,8,11,NA,NA,NA,11,33,NA,6,NA,NA,NA,NA,NA,41,0,0,31,NA,12,23,14,NA,38,10,NA,61,19,28,NA,NA,38,NA,84,65,19,NA,12,45,36,6,6,82,42,48,21,34,NA,NA,4,NA,17,24,78,NA,59,NA,NA,NA,11,NA,8,NA,NA,9,NA,18,NA,NA,45,74,NA,NA,NA,6,16,25,NA,36,22,NA,NA,NA
US-CO,2014-09-01,NA,8,5,NA,NA,NA,5,11,NA,9,NA,NA,NA,NA,NA,2,11,0,28,NA,9,18,6,NA,11,6,NA,66,8,13,NA,NA,54,NA,70,56,0,NA,7,41,35,8,0,18,13,11,24,9,NA,NA,9,NA,9,0,61,NA,11,NA,NA,NA,6,NA,6,NA,NA,9,NA,18,NA,NA,28,82,NA,NA,NA,6,3,21,NA,3,10,NA,NA,NA
US-CO,2014-10-01,NA,7,6,NA,NA,NA,7,8,NA,6,NA,NA,NA,NA,NA,0,0,0,8,NA,9,4,3,NA,21,7,NA,67,9,7,NA,NA,21,NA,73,57,16,NA,5,32,38,6,8,24,8,5,22,6,NA,NA,13,NA,5,0,67,NA,8,NA,NA,NA,0,NA,6,NA,NA,8,NA,22,NA,NA,25,74,NA,NA,NA,17,7,23,NA,1,4,NA,NA,NA
US-CO,2014-11-01,NA,0,11,NA,NA,NA,12,6,NA,7,NA,NA,NA,NA,NA,0,0,0,7,NA,11,11,3,NA,7,0,NA,65,3,6,NA,NA,36,NA,59,67,18,NA,3,34,24,0,10,31,8,5,21,4,NA,NA,9,NA,5,0,62,NA,13,NA,NA,NA,0,NA,7,NA,NA,20,NA,15,NA,NA,28,70,NA,NA,NA,7,0,25,NA,2,12,NA,NA,NA
US-CO,2014-12-01,NA,0,5,NA,NA,NA,6,0,NA,0,NA,NA,NA,NA,NA,2,0,14,15,NA,10,4,3,NA,12,7,NA,83,6,6,NA,NA,27,NA,47,73,9,NA,6,34,26,0,0,26,10,10,0,4,NA,NA,9,NA,5,0,58,NA,12,NA,NA,NA,0,NA,0,NA,NA,14,NA,14,NA,NA,24,58,NA,NA,NA,6,8,22,NA,2,18,NA,NA,NA
US-CO,2015-01-01,NA,0,8,NA,NA,NA,6,6,NA,6,NA,NA,NA,NA,NA,2,0,0,6,NA,20,4,3,NA,9,0,NA,72,8,7,NA,NA,14,NA,71,81,15,NA,6,39,41,0,14,28,11,9,0,4,NA,NA,11,NA,3,0,64,NA,10,NA,NA,NA,6,NA,7,NA,NA,19,NA,14,NA,NA,24,69,NA,NA,NA,7,5,17,NA,2,13,NA,NA,NA
US-CO,2015-02-01,NA,0,13,NA,NA,NA,9,7,NA,9,NA,NA,NA,NA,NA,5,7,15,13,NA,0,4,3,NA,7,8,NA,75,7,15,NA,NA,15,NA,66,68,12,NA,6,34,31,10,15,24,13,7,32,4,NA,NA,19,NA,3,11,71,NA,13,NA,NA,NA,0,NA,7,NA,NA,15,NA,19,NA,NA,23,71,NA,NA,NA,16,7,19,NA,3,11,NA,NA,NA
US-CO,2015-03-01,NA,9,9,NA,NA,NA,8,7,NA,0,NA,NA,NA,NA,NA,6,5,15,14,NA,0,6,0,NA,17,15,NA,90,9,11,NA,NA,15,NA,75,78,12,NA,11,31,29,7,10,16,12,7,0,6,NA,NA,9,NA,3,11,65,NA,20,NA,NA,NA,7,NA,0,NA,NA,20,NA,17,NA,NA,26,72,NA,NA,NA,21,3,25,NA,4,9,NA,NA,NA
US-CO,2015-04-01,NA,18,9,NA,NA,NA,10,10,NA,14,NA,NA,NA,NA,NA,7,13,15,7,NA,11,7,7,NA,23,16,NA,77,11,14,NA,NA,0,NA,68,58,39,NA,13,84,64,10,10,15,6,6,17,9,NA,NA,13,NA,3,12,64,NA,17,NA,NA,NA,7,NA,0,NA,NA,21,NA,18,NA,NA,47,72,NA,NA,NA,7,5,27,NA,7,16,NA,NA,NA
US-CO,2015-05-01,NA,9,9,NA,NA,NA,3,14,NA,7,NA,NA,NA,NA,NA,5,11,0,9,NA,12,18,5,NA,19,19,NA,74,11,23,NA,NA,0,NA,65,83,16,NA,19,72,73,7,20,33,22,27,23,7,NA,NA,18,NA,11,0,57,NA,14,NA,NA,NA,7,NA,8,NA,NA,43,NA,18,NA,NA,50,72,NA,NA,NA,12,14,36,NA,11,26,NA,NA,NA
US-CO,2015-06-01,NA,10,8,NA,NA,NA,11,7,NA,0,NA,NA,NA,NA,NA,67,6,28,37,NA,12,61,28,NA,20,17,NA,69,23,72,NA,NA,0,NA,81,80,49,NA,30,85,78,15,8,100,49,72,16,70,NA,NA,13,NA,22,25,87,NA,32,NA,NA,NA,7,NA,8,NA,NA,17,NA,29,NA,NA,67,77,NA,NA,NA,13,32,29,NA,54,27,NA,NA,NA
US-CO,2015-07-01,NA,14,8,NA,NA,NA,8,18,NA,11,NA,NA,NA,NA,NA,60,8,15,32,NA,26,57,31,NA,34,26,NA,72,30,48,NA,NA,38,NA,83,84,48,NA,21,96,81,0,9,80,44,42,25,64,NA,NA,26,NA,36,23,86,NA,44,NA,NA,NA,27,NA,11,NA,NA,10,NA,11,NA,NA,54,76,NA,NA,NA,21,26,29,NA,49,28,NA,NA,NA
US-CO,2015-08-01,NA,12,20,NA,NA,NA,3,15,NA,7,NA,NA,NA,NA,NA,41,17,0,46,NA,14,37,17,NA,24,8,NA,65,25,29,NA,NA,58,NA,80,72,37,NA,10,60,53,7,15,79,35,37,21,39,NA,NA,19,NA,14,22,78,NA,44,NA,NA,NA,6,NA,7,NA,NA,10,NA,23,NA,NA,39,82,NA,NA,NA,12,10,26,NA,26,21,NA,NA,NA
US-CO,2015-09-01,NA,16,12,NA,NA,NA,4,10,NA,9,NA,NA,NA,NA,NA,5,14,14,12,NA,0,9,5,NA,6,9,NA,58,7,9,NA,NA,22,NA,100,73,11,NA,0,43,38,6,4,35,14,5,15,11,NA,NA,12,NA,3,0,70,NA,14,NA,NA,NA,0,NA,7,NA,NA,21,NA,8,NA,NA,31,72,NA,NA,NA,13,8,25,NA,3,16,NA,NA,NA
US-CO,2015-10-01,NA,8,11,NA,NA,NA,4,12,NA,6,NA,NA,NA,NA,NA,2,5,0,12,NA,0,6,3,NA,18,0,NA,66,6,3,NA,NA,13,NA,74,63,6,NA,6,54,53,18,6,27,9,3,10,8,NA,NA,8,NA,6,0,58,NA,22,NA,NA,NA,0,NA,0,NA,NA,9,NA,23,NA,NA,27,72,NA,NA,NA,0,6,17,NA,1,22,NA,NA,NA
US-CO,2015-11-01,NA,0,7,NA,NA,NA,5,0,NA,11,NA,NA,NA,NA,NA,6,0,0,0,NA,0,4,3,NA,18,0,NA,74,11,4,NA,NA,25,NA,73,74,13,NA,7,46,35,0,13,23,12,8,0,6,NA,NA,14,NA,3,0,71,NA,16,NA,NA,NA,0,NA,0,NA,NA,0,NA,13,NA,NA,29,71,NA,NA,NA,7,3,16,NA,2,12,NA,NA,NA
US-CO,2015-12-01,NA,0,10,NA,NA,NA,9,0,NA,7,NA,NA,NA,NA,NA,2,0,0,0,NA,11,6,7,NA,7,0,NA,74,5,6,NA,NA,29,NA,79,77,12,NA,6,63,60,7,5,35,10,4,32,4,NA,NA,9,NA,5,0,64,NA,9,NA,NA,NA,6,NA,0,NA,NA,10,NA,21,NA,NA,26,65,NA,NA,NA,7,3,23,NA,2,12,NA,NA,NA
US-CO,2016-01-01,NA,0,14,NA,NA,NA,5,5,NA,5,NA,NA,NA,NA,NA,4,0,0,5,NA,8,3,2,NA,15,6,NA,71,4,7,NA,NA,16,NA,74,81,5,NA,6,41,39,10,7,17,9,11,16,8,NA,NA,15,NA,2,0,66,NA,10,NA,NA,NA,5,NA,0,NA,NA,15,NA,16,NA,NA,21,77,NA,NA,NA,5,5,19,NA,2,12,NA,NA,NA
US-CO,2016-02-01,NA,14,19,NA,NA,NA,0,0,NA,10,NA,NA,NA,NA,NA,2,4,12,10,NA,0,0,0,NA,19,0,NA,86,4,9,NA,NA,0,NA,77,74,10,NA,5,43,36,5,8,19,9,6,8,3,NA,NA,11,NA,4,0,71,NA,10,NA,NA,NA,5,NA,0,NA,NA,27,NA,13,NA,NA,23,75,NA,NA,NA,8,10,18,NA,0,13,NA,NA,NA
US-CO,2016-03-01,NA,0,18,NA,NA,NA,5,5,NA,5,NA,NA,NA,NA,NA,2,11,0,24,NA,16,5,2,NA,22,6,NA,89,14,17,NA,NA,11,NA,80,77,13,NA,6,50,38,5,11,17,11,8,8,12,NA,NA,18,NA,3,0,69,NA,10,NA,NA,NA,0,NA,0,NA,NA,7,NA,25,NA,NA,31,87,NA,NA,NA,10,6,20,NA,2,21,NA,NA,NA
US-CO,2016-04-01,NA,7,10,NA,NA,NA,5,5,NA,0,NA,NA,NA,NA,NA,5,8,0,7,NA,8,7,2,NA,30,0,NA,75,31,16,NA,NA,0,NA,96,83,21,NA,2,63,50,10,13,21,14,8,16,6,NA,NA,19,NA,11,17,71,NA,8,NA,NA,NA,0,NA,5,NA,NA,13,NA,16,NA,NA,41,84,NA,NA,NA,14,0,22,NA,5,15,NA,NA,NA
US-CO,2016-05-01,NA,17,16,NA,NA,NA,7,8,NA,5,NA,NA,NA,NA,NA,12,6,12,20,NA,8,20,10,NA,17,6,NA,65,10,15,NA,NA,11,NA,84,73,16,NA,7,59,33,15,20,41,22,17,19,14,NA,NA,20,NA,12,14,73,NA,10,NA,NA,NA,0,NA,0,NA,NA,23,NA,18,NA,NA,51,86,NA,NA,NA,9,10,21,NA,17,13,NA,NA,NA
US-CO,2016-06-01,NA,15,8,NA,NA,NA,11,13,NA,13,NA,NA,NA,NA,NA,71,12,12,34,NA,13,57,26,NA,25,29,NA,56,27,50,NA,NA,12,NA,83,77,35,NA,16,59,56,16,11,74,47,53,14,52,NA,NA,15,NA,30,15,100,NA,58,NA,NA,NA,21,NA,6,NA,NA,16,NA,26,NA,NA,58,87,NA,NA,NA,6,23,31,NA,56,29,NA,NA,NA
US-CO,2016-07-01,NA,22,7,NA,NA,NA,15,25,NA,5,NA,NA,NA,NA,NA,80,10,12,29,NA,12,46,25,NA,9,23,NA,67,36,70,NA,NA,24,NA,82,76,33,NA,14,61,50,8,12,65,52,52,14,55,NA,NA,17,NA,35,22,91,NA,74,NA,NA,NA,7,NA,12,NA,NA,0,NA,24,NA,NA,51,88,NA,NA,NA,6,37,32,NA,54,35,NA,NA,NA
US-CO,2016-08-01,NA,19,8,NA,NA,NA,4,7,NA,5,NA,NA,NA,NA,NA,32,14,36,18,NA,23,23,9,NA,13,21,NA,54,29,27,NA,NA,28,NA,75,76,5,NA,10,47,40,5,5,52,32,31,17,23,NA,NA,10,NA,8,9,75,NA,43,NA,NA,NA,0,NA,6,NA,NA,16,NA,12,NA,NA,41,80,NA,NA,NA,11,22,22,NA,27,17,NA,NA,NA
US-CO,2016-09-01,NA,0,12,NA,NA,NA,10,13,NA,0,NA,NA,NA,NA,NA,7,4,18,21,NA,8,7,0,NA,14,12,NA,60,20,13,NA,NA,29,NA,72,75,5,NA,10,47,41,5,4,34,17,9,11,4,NA,NA,12,NA,4,9,68,NA,9,NA,NA,NA,0,NA,6,NA,NA,13,NA,17,NA,NA,35,79,NA,NA,NA,5,5,26,NA,4,46,NA,NA,NA
US-CO,2016-10-01,NA,7,13,NA,NA,NA,2,0,NA,7,NA,NA,NA,NA,NA,5,4,0,10,NA,0,3,0,NA,12,6,NA,62,7,5,NA,NA,11,NA,77,71,5,NA,2,40,35,0,4,15,8,3,8,3,NA,NA,6,NA,5,0,65,NA,12,NA,NA,NA,0,NA,0,NA,NA,15,NA,19,NA,NA,28,80,NA,NA,NA,5,3,18,NA,1,10,NA,NA,NA
US-CO,2016-11-01,NA,0,10,NA,NA,NA,4,0,NA,5,NA,NA,NA,NA,NA,3,4,0,7,NA,0,0,0,NA,7,0,NA,58,5,5,NA,NA,22,NA,71,56,5,NA,2,41,36,5,6,18,14,5,16,3,NA,NA,8,NA,4,8,62,NA,10,NA,NA,NA,0,NA,0,NA,NA,7,NA,16,NA,NA,30,85,NA,NA,NA,5,6,16,NA,2,10,NA,NA,NA
US-CO,2016-12-01,NA,6,8,NA,NA,NA,10,0,NA,5,NA,NA,NA,NA,NA,2,4,0,12,NA,0,5,0,NA,5,5,NA,68,8,6,NA,NA,11,NA,63,67,4,NA,0,30,26,5,5,15,8,6,8,7,NA,NA,9,NA,5,0,68,NA,9,NA,NA,NA,0,NA,5,NA,NA,9,NA,12,NA,NA,19,71,NA,NA,NA,0,9,16,NA,1,7,NA,NA,NA
US-CO,2017-01-01,NA,0,15,NA,NA,NA,8,0,NA,7,NA,NA,NA,NA,NA,2,5,0,9,NA,7,7,5,NA,14,0,NA,81,4,8,NA,NA,10,NA,69,81,8,NA,5,38,33,5,3,19,12,4,7,3,NA,NA,15,NA,6,0,68,NA,7,NA,NA,NA,0,NA,0,NA,NA,14,NA,23,NA,NA,24,90,NA,NA,NA,10,3,22,NA,2,14,NA,NA,NA
US-CO,2017-02-01,NA,8,9,NA,NA,NA,7,0,NA,5,NA,NA,NA,NA,NA,3,4,0,0,NA,0,6,2,NA,8,5,NA,89,5,9,NA,NA,11,NA,79,81,9,NA,3,41,34,5,7,28,12,4,11,3,NA,NA,16,NA,5,8,78,NA,14,NA,NA,NA,0,NA,0,NA,NA,7,NA,31,NA,NA,25,92,NA,NA,NA,8,8,19,NA,2,13,NA,NA,NA
US-CO,2017-03-01,NA,6,16,NA,NA,NA,11,13,NA,0,NA,NA,NA,NA,NA,2,5,0,4,NA,7,10,2,NA,11,5,NA,88,8,10,NA,NA,19,NA,82,71,22,NA,6,49,40,4,3,23,13,4,23,6,NA,NA,11,NA,12,7,75,NA,7,NA,NA,NA,0,NA,5,NA,NA,13,NA,10,NA,NA,38,98,NA,NA,NA,10,4,30,NA,4,25,NA,NA,NA
US-CO,2017-04-01,NA,8,23,NA,NA,NA,4,5,NA,5,NA,NA,NA,NA,NA,3,20,0,9,NA,15,9,8,NA,14,8,NA,75,12,15,NA,NA,10,NA,78,84,13,NA,8,51,48,0,8,20,9,5,7,3,NA,NA,23,NA,3,0,76,NA,12,NA,NA,NA,0,NA,5,NA,NA,16,NA,12,NA,NA,45,82,NA,NA,NA,7,8,29,NA,5,27,NA,NA,NA
US-CO,2017-05-01,NA,12,15,NA,NA,NA,15,5,NA,7,NA,NA,NA,NA,NA,15,3,10,18,NA,7,13,3,NA,27,10,NA,72,10,24,NA,NA,10,NA,82,77,13,NA,17,60,66,9,18,34,13,21,11,12,NA,NA,16,NA,6,13,74,NA,12,NA,NA,NA,4,NA,0,NA,NA,18,NA,20,NA,NA,75,87,NA,NA,NA,13,13,23,NA,16,24,NA,NA,NA
US-CO,2017-06-01,NA,10,14,NA,NA,NA,7,14,NA,10,NA,NA,NA,NA,NA,61,11,33,22,NA,8,51,35,NA,24,17,NA,61,32,51,NA,NA,0,NA,84,92,27,NA,34,75,67,11,9,57,44,60,11,40,NA,NA,9,NA,25,29,97,NA,42,NA,NA,NA,0,NA,7,NA,NA,7,NA,28,NA,NA,96,89,NA,NA,NA,10,17,29,NA,47,24,NA,NA,NA
